metabolite,HMDB,KEGG,II_SC_1_Tcells,II_SC_2_Tcells,II_SC_3_Tcells,II_SC_4_Tcells,II_SC_6_Tfhcells,II_SC_7_Tfhcells,II_SC_8_Tfhcells,II_SC_9_Th1cells,II_SC_10_Th1cells,II_SC_11_Th1cells,II_SC_12_Th1cells,II_SC_13_Th17cells,II_SC_14_Th17cells,II_SC_15_Th17cells,II_SC_16_Th17cells,ttest_pval_TactvsTfh,ttest_tscore__TactvsTfh,padj_lim_ttest_tscore__TactvsTfh,ttest_pval_Th17vsTfh,ttest_tscore__Th17vsTfh,padj_lim_ttest_tscore__Th17vsTfh,ttest_pval_Th1vsTfh,ttest_tscore__Th1vsTfh,padj_lim_ttest_tscore__Th1vsTfh,ftest_pval,ftest_fscore,padj_lim_ftest_fscore
pseudoecgonine/ecgonine,HMDB06348,C12449,19.75623676,19.79012091,19.89631384,19.35985964,19.20476655,19.47548502,19.63959242,19.69888391,20.13220431,19.86612361,19.83054418,19.19290608,19.57200653,19.39674715,19.48002357,0.196108481306675,1.49119487254452,0.38118586053985,0.844386904219249,-0.206714913124388,0.861720034736177,0.0327508017841758,2.92688765395317,0.0774230930782631,0.022712617999999997,4.784467717,0.032107382999999996
indole-3-acetate/(5-hydroxyindol-3-yl)acetaldehyde,HMDB00197,C00954,25.11358168,24.72495673,25.02630936,25.58160448,24.11540797,24.84816354,23.64110581,24.10307203,23.87661739,22.61552526,23.05585743,21.45088539,21.49900588,21.78716546,21.649230600000003,0.0531340965388068,2.52062530598887,0.15160278920705406,0.000375382750055487,-8.476799321972821,0.00117923267946724,0.179741557317034,-1.55898577130963,0.271357399638822,5.13e-06,36.59341468,1.39e-05
(-)-Salsolinol/NN-dimethyldopaminequinone-1,HMDB42012,C09642,21.11688301,21.16855624,21.16999448,21.20702836,21.28641805,21.34080776,21.07206942,20.44516097,20.6918752,19.97340195,20.19594549,19.67053995,19.82254218,19.75945744,19.68122039,0.391937820768029,-0.936650779361954,0.58318938085373,8.250780055296919e-06,-18.6076964563798,8.19474747595283e-05,0.0057238563919749215,-4.62222887857036,0.0240556667284352,3.96e-07,60.64929672,1.48e-06
L-kynurenine/Formyl-5-hydroxykynurenamine,HMDB00684,C00328,20.93272837,20.96834604,20.7496268,20.73088076,20.73320919,21.10156608,20.40701912,20.08954773,19.755058,19.52284119,19.74619473,20.40429834,20.41060372,20.30457118,20.57728201,0.614469900801657,0.536724692402606,0.7768298339403059,0.13379196985281,-1.78809987389694,0.171231698042073,0.00666477753385514,-4.456057214333611,0.0262372887725183,8.840000000000001e-05,20.19314468,0.00019360799999999998
methyl_indole-3-acetate,HMDB29738,,16.83345668,17.35262317,16.95776939,17.02531444,16.40689868,17.42114546,16.76584827,15.88755552,15.79369533,15.03056002,16.13372193,15.21922813,16.03600731,16.17814473,16.06404745,0.554873401174339,0.632463632237182,0.737459947714613,0.040375813567429,-2.74863098481404,0.0621627624726258,0.0277494503957156,-3.07108731128273,0.0690406325845404,0.001844551,9.917931256000001,0.003035214
sphingosine/(2S)-1-hydroxy-3-oxooctadecan-2-aminium,HMDB00252,C00319,22.84043356,23.01147348,23.31339654,22.36030755,23.42180415,22.93801171,24.27697345,23.65778473,23.7536509,22.99449444,22.91363859,22.50463473,22.88377317,21.96878448,23.05695473,0.160740872709676,-1.6457164505838702,0.3288842856099289,0.0821966268754112,-2.16948338018377,0.116196140719331,0.627223104130176,-0.516970843748161,0.739757917773172,0.097245154,2.695593662,0.126540765
3-oxo-10(R)-hydroxy-octadeca-6E8E12Z-trienoate/3-oxo-10(S)-hydroxy-octadeca-6E8E12Z-trienoate,,,20.29064584,20.24812931,19.69053962,20.69070105,20.12268566,19.803603699999996,20.31509644,19.79573578,20.58045928,19.93818259,20.56332673,20.21036206,20.400962399999997,20.47186155,19.94298207,0.607931445013688,0.546944721993798,0.771700732241865,0.3906660032060739,0.939375071700984,0.440206981873511,0.632884933129013,0.5082746345399051,0.7427442045400869,0.9153663790000001,0.168561972,0.927292977
C18H32O4(3),,,20.35106044,20.47977133,18.68869588,20.17296364,19.85827172,20.33074089,20.37626597,20.06762694,20.20248253,18.81806127,21.21084501,19.86979373,20.17760613,20.57145765,20.09100596,0.6262052205124571,-0.518538962450024,0.786054326291119,0.962511847117354,-0.0494017232788216,0.962511847117354,0.8563866452793559,-0.19053213586960505,0.912110433842054,0.948412905,0.116737011,0.9514723009999999
C20H28O(5),,,15.81317671,16.04387889,14.37504031,16.36952297,16.6154258,15.05979815,15.73258505,17.58722291,11.7367224,15.01103891,17.49084535,18.36289492,16.90796288,18.67532668,18.42056724,0.822244046888532,-0.236750524412934,0.9100281088339258,0.0128703500661947,3.7814790620556895,0.0236844903585003,0.844058046957013,-0.207159293365808,0.902068909290828,0.127775046,2.356564644,0.157117954
C20H28O2(7),,,18.57702489,19.10362521,16.90998642,18.96460252,18.96906019,18.93086871,18.57643799,19.34528095,16.40599118,17.89745563,19.53554374,20.07749482,19.44620218,20.12597192,19.51771121,0.504162136895895,-0.7192992741939741,0.6907243373331429,0.0095683871007621,4.07695603288741,0.0187034986321653,0.568706192276561,-0.609692944820605,0.680260099223117,0.161337918,2.07809249,0.19078362199999999
C27H44O2(5),,,22.63896828,21.15025526,22.63048038,21.18084588,23.30044974,21.16699261,21.49344019,23.83385655,23.77491847,20.88987576,23.14219114,24.51289387,24.73876726,24.21195163,25.03546133,0.912151707798706,-0.11602096334496198,0.961624342797958,0.00667482111802436,4.45443333939553,0.0139241138436027,0.39323921405374,0.933870461143533,0.5159768101923811,0.010155169,6.18788929,0.014897441
5-guanidino-2-oxopentanoic_acid,HMDB04225,C03771,24.37710395,24.806901500000002,24.96973872,24.73833494,23.89007855,24.41253452,24.56894315,24.64727774,24.03379296,23.67612338,24.22165782,24.68635992,24.69874418,24.39194538,24.98264764,0.114723207425415,1.90770711342096,0.260430054812437,0.133673100733421,1.7887901200766,0.171231698042073,0.641460358944871,-0.495186070188661,0.7434852254579329,0.065439155,3.214756416,0.086235497
L-serine,HMDB00187,C00065,26.42961905,26.42783391,26.40795527,26.25469013,26.01614093,26.18432391,25.99045748,25.84897831,25.85732987,25.88144444,25.90039763,25.90702055,25.92013063,25.91778127,25.94762812,0.00672897102962977,4.445726793261032,0.0326985935971072,0.0423780606152694,-2.7079835000089503,0.0646057688791607,0.0149845577124454,-3.63482354636754,0.0450628897220153,1.07e-06,49.94943453,3.33e-06
L-asparagine,HMDB00168,C00152,27.62701931,27.627110100000003,27.522618199999997,27.423078000000004,27.45251337,27.63356195,27.32468099,27.55356116,27.48309766,27.49327488,27.50488661,28.08200479,28.10976333,28.06869469,28.08421833,0.438493713423723,0.841413704646604,0.6266951781815879,0.00045403483590523606,8.14124255203396,0.00134803630362356,0.639586517435536,0.498037736896802,0.7434852254579329,1.98e-06,44.24348293,5.92e-06
choline,HMDB00097,C00114,31.81980904,31.83451681,31.7796917,31.69739255,31.44090982,31.55413737,31.43246307,30.89045014,30.83686263,30.79311137,30.78388374,32.10419579,32.1652994,32.15176216,32.15127212,0.0015195945663122304,6.26554668538764,0.011252235955312,8.926685016870261e-06,18.3133458456143,8.412724364383791e-05,2.48608260961532e-05,-14.8729082420831,0.000594650938128862,7.860000000000001e-12,458.64923719999996,2.22e-10
L-methionine,HMDB00696,C00073,26.12805691,26.12967417,25.98215929,25.91422898,25.75403745,26.10303166,25.56366885,25.62969076,25.20342675,25.01883585,25.22777706,25.4831091,25.40232175,25.44497762,25.52646273,0.17533465521841102,1.57826858502298,0.347318966706534,0.0529521371142463,-2.52343661664823,0.0787948069020603,0.0446827346901413,-2.6637420324593704,0.0945328604668976,0.000613507,13.00910212,0.001128998
L-histidine,HMDB00177,C00135,21.37708269,21.27424119,21.27053818,21.04892769,21.30501391,21.63509765,21.22263528,20.80403503,20.83341417,20.84678834,20.70107847,19.75622508,19.70056033,18.00605747,19.46287369,0.327191134635538,-1.08562447943022,0.5191655248553689,0.00764797871159215,-4.309261782792629,0.0157517972139414,0.00330166784875281,-5.258972795014469,0.0162987095390813,0.000133258,18.45518955,0.000272653
L-phenylalanine,HMDB00159,C00079,29.29719426,29.25409987,29.16528849,29.14661787,28.82826433,29.31226771,28.65762394,28.385367499999997,27.96750762,27.83324087,27.97719008,28.17451615,28.152003399999998,28.15029437,28.37472561,0.15564178523359,1.67072312633943,0.322697301384311,0.00947748028922634,-4.0866918602568,0.0187034986321653,0.00918253583341695,-4.11903702480526,0.0320872881369963,1.3800000000000002e-05,29.9115784,3.46e-05
Biotin,HMDB00030,C00120,21.52206782,21.38547489,21.61848038,21.02887898,21.60600669,22.07793069,21.9549521,21.54769661,21.27784132,21.33350203,20.87180121,22.27986995,22.57911594,22.39529806,22.47716167,0.0518348352044427,-2.54093377126612,0.15160278920705406,0.0108374715207226,3.9512238607400296,0.0205158801950564,0.02879229714977,-3.0387370306311,0.0705071213667597,8.18e-05,20.53697614,0.00018042400000000002
S-Adenosyl-L-homocysteine,HMDB00939,C00021,22.35235416,21.91919878,22.32862892,20.71844792,21.34441902,21.4223197,20.83600287,21.04509508,21.24316408,21.43983888,21.28117881,21.65537406,21.534126999999998,21.8437556,21.7353654,0.246448237319565,1.31224153441693,0.44250571239477904,0.0356578711467151,2.85395937513174,0.0565795812583081,0.788150685418303,0.28350919348402,0.8600521514564641,0.186292538,1.911114507,0.21699243199999999
S-adenosyl-L-methionine,HMDB01185,C00019,24.60267143,15.06580356,24.50867968,24.58831522,23.2028897,23.47026824,23.36766657,23.10233402,22.53177369,21.87871825,22.7762333,23.64975867,23.31424328,23.18172629,23.78196576,0.6980548133169849,-0.411057561009081,0.825456452249362,0.483395858625243,0.75659798545512,0.527495129938423,0.0563749387519442,-2.47224168189469,0.10822596266577,0.87127586,0.233329542,0.891338133
Riboflavin,HMDB00244,C00255,22.14059459,22.28300591,22.01185273,21.90835551,21.14888118,21.86566677,21.35385812,21.65138208,21.13015468,20.942800199999997,21.17949269,20.92573713,20.8225655,20.45150931,20.981405399999996,0.0265375308582943,3.11044165984006,0.0923152336079962,0.0335455496969208,-2.9062547979555498,0.0537766286378473,0.403230978931066,-0.912765006014726,0.520290324771685,0.000250094,16.02608335,0.000492274
Folate,HMDB00121,C00504,17.5967623,16.84449059,17.48945671,17.0477625,17.14627799,17.57828535,13.44549549,16.65473972,14.38597561,14.76111882,16.24828088,14.85048379,14.87046673,15.53226959,15.44453611,0.33638299620478,1.06304885484973,0.530507587994007,0.465898754797562,-0.7889274834555171,0.510191946274795,0.687977831780361,-0.4257742144780821,0.775221397404682,0.11825169599999999,2.451266202,0.147695893
Coenzyme_A,HMDB01423,C00010,20.40465051,17.42094999,16.6738782,14.82357936,21.5651848,21.012692899999998,16.47786704,13.44362737,17.63342253,17.61842854,16.47656016,9.965784285,9.965784285,17.46378182,9.965784285,0.2757554286778869,-1.22319603700509,0.476444101771238,0.029336717164856006,-3.0223662214890497,0.049317400206866,0.115694127864301,-1.90113868160046,0.19138762641381696,0.019632764,5.02402062,0.028008209
L-threonine,HMDB00167,C00188,25.65706967,25.60038747,25.65767506,25.54037833,25.35157456,25.63583972,25.32871756,25.23931156,25.03881243,25.04351353,25.18015836,25.94000546,26.03588533,25.99864097,26.0243551,0.106220973772956,1.96781140272932,0.248381374762326,0.00129498311564594,6.490775933019822,0.0033284276774040197,0.0275023342779185,-3.07895318706746,0.0689776287131665,5.939999999999999e-07,56.05311329,2.08e-06
glycine_betaine,HMDB00043,C00719,31.07962588,31.12782599,30.99257353,31.00709911,30.73478179,30.81920541,30.66054254,30.80634232,30.73269659,30.67689621,30.73519618,30.85908031,30.80265959,30.87030783,30.88120917,0.0020729862526815608,5.84619852049718,0.0140151896648688,0.0458275670010669,2.6426904487577203,0.0692850314277426,0.9939668664710792,-0.00794665885536225,0.9970045529634448,3.26e-05,24.99953516,7.57e-05
L-glutamine,HMDB00641,C00064,30.12553616,30.03647824,29.99349342,29.9387782,29.48731652,29.90437809,29.39487165,30.30336293,30.10025978,30.13831442,30.21594205,29.05336435,29.16963459,29.16444343,29.06852379,0.0276047721435735,3.07568293157794,0.0923152336079962,0.0165918308821401,-3.5383404392725004,0.0289041711778197,0.008508896133277771,4.1976385575079,0.0312314447539233,1.05e-06,50.18400243,3.3e-06
L-tyrosine,HMDB00158,C00082,25.86965158,25.86814075,25.75122859,25.63216547,25.54210565,25.73559786,25.34707671,25.35755924,25.12299449,24.92680463,24.99464501,25.17574335,25.08764393,25.02561996,25.13932862,0.0932217004533705,2.07015129133015,0.23193559072798606,0.00784565805380933,-4.28238812962804,0.0160526293074651,0.0295790164486974,-3.01518932940238,0.0713106520584875,7.79e-05,20.75832851,0.00017304900000000002
L-alanine,HMDB00161,C00041,26.92197164,26.95927195,26.96610073,26.88818832,26.92847812,26.95550525,27.04977538,26.49246906,26.55719064,26.62497932,26.58430889,26.20240104,26.31351663,26.23095233,26.24518632,0.29260041650485497,-1.17581712553378,0.489336817650698,1.09296288786615e-05,-17.5772486542213,9.997395827246272e-05,0.00025861314377542596,-9.17001647380315,0.00314505652550946,1.56e-09,172.7515643,1.47e-08
L-proline,HMDB00162,C00148,31.45986597,31.53079091,31.45929108,31.43462888,31.36063545,31.18994445,31.26398842,29.87529764,29.98210645,29.99646947,29.92171834,30.55004628,30.57257586,30.55345073,30.518868400000002,0.00889147217379565,4.15215384635517,0.0406654095007419,1.4241808450851999e-05,-16.6580016217162,0.000108029327517438,1.89146646985186e-06,-25.0509252742807,0.000147061518030982,9.609999999999998e-13,673.9033029,4.2700000000000005e-11
inosine,HMDB00195,C00294,22.345662100000002,22.15354253,22.00749682,21.90759519,23.057308199999998,23.104743600000003,22.91624207,22.09514131,21.1415705,21.09600106,22.18375538,25.58708659,25.28312372,25.81138902,25.92917446,0.0006459499627909929,-7.55006788332508,0.00573972681222853,2.36047964815131e-05,15.0309030496733,0.000141174840495203,0.0107277239522383,-3.96141054281523,0.0358744317112484,2.8700000000000002e-08,100.142264,1.66e-07
_adenosine_,HMDB00050,C00212,20.156714899999997,21.50011842,23.75249188,20.96406276,21.50541251,20.55749215,23.55692653,24.35198956,28.29978651,25.97249396,24.06028629,26.46697558,27.97254154,22.87769124,26.90479282,0.821136104146297,-0.23825980506915,0.9100281088339258,0.038791566857734,2.78240527797616,0.0603240854385134,0.0390611686702036,2.77655101464985,0.0857280544361666,0.009703048,6.273421296,0.014301649
2-deoxycytidine,HMDB00014,C00881,20.90944549,21.24660689,20.900187600000002,21.17034301,20.11229017,20.74688304,20.45264005,20.33247542,19.91104892,20.29387406,20.09078123,17.98768343,17.94827735,18.01173417,18.0057574,0.0208219361769972,3.32811665592092,0.0761837900123072,1.80906042153034e-05,-15.8675180857988,0.000125026175799097,0.20432467258227505,-1.45920150502625,0.301161010298993,1.02e-09,186.9053174,1.06e-08
adenine,HMDB00034,C00147,26.1818267,27.465803700000002,27.24060675,27.11812157,24.90789628,25.90918663,26.85051715,26.59263264,26.54608449,26.16962496,26.52119174,26.88838687,26.78450098,25.79680297,27.03636468,0.111406778651699,1.93058461970357,0.256648208597617,0.256229350439127,1.28149526327904,0.30886561235104104,0.29249810689994704,1.17609746979758,0.397163418736884,0.16601608,2.044627667,0.195571973
Guanine,HMDB00132,C00242,26.00324197,25.97195675,26.09017588,25.64081359,26.22451005,26.65824683,26.60051311,25.70935458,25.39778204,25.86287698,25.18769033,26.60106782,26.64396881,26.46492025,26.67463231,0.0175236010326859,-3.48716488985596,0.0656607219417508,0.457015064647476,0.805683187976368,0.505806708560018,0.00647474856806535,-4.487327822144231,0.0258159846752349,0.000102934,19.53445378,0.000218542
cytosine,HMDB00630,C00380,24.70441172,24.98556683,24.65752503,24.92769527,24.09986984,24.51279869,24.28564151,24.21453576,24.022346,24.36942634,24.26716568,23.44792216,23.07867627,23.360839300000002,23.23348085,0.0132769340265262,3.75122634708668,0.0573489789201341,0.000712871284635935,-7.39157863883483,0.0019447628905418894,0.565767408011144,-0.6145007587810161,0.6793577756427249,4.6299999999999995e-07,58.84047374,1.67e-06
thymine/imidazol-4-ylacetate,HMDB00262,C00178,24.49886616,24.50707942,24.20064044,24.2807814,23.69220552,23.70838678,23.25339399,22.98823327,22.52175107,22.5288052,22.597229199999997,21.49179021,22.20571763,21.30564828,21.60615122,0.00318769224768517,5.30166701727096,0.0198274457806018,0.000778292257055288,-7.252827504311321,0.00208662837882926,0.0043752357737333,-4.92586273047203,0.0194385475090151,1.47e-07,73.36526299,6.1e-07
(R)-carnitine,HMDB00062,C15025,29.95900511,29.97198647,29.92972987,29.93269797,29.52414175,29.53775605,29.45689818,29.89280599,29.9741335,30.05739896,30.04467229,29.258342,29.28546621,29.33708207,29.25998836,9.00286238336299e-06,18.281851820361,0.000559978040245178,0.000741567479628216,-7.328934002627058,0.00200545640142935,0.000185747775384943,9.828225462401882,0.0025116329628138,8.42e-10,193.82772869999997,9.350000000000001e-09
O-acetylcarnitine,HMDB00201,C02571,27.53607086,27.60927517,27.47888772,27.54780232,26.25996738,26.17135498,26.21304483,27.5916131,27.79332906,27.83629402,27.66275133,27.71820631,27.85503784,27.71349909,27.68170278,3.6995291262201793e-07,34.7747041620873,7.2887896210267e-05,7.298638016296549e-07,30.3391922549887,2.26987642306823e-05,4.16241618886918e-06,21.368015464171894,0.000163362214835302,1.27e-10,274.8625923,2.0800000000000003e-09
propionyl-carnitine,HMDB00824,C03017,25.22785917,25.19156713,25.09017587,25.04583391,24.01149201,24.17549514,23.77697079,24.80829935,24.62148967,24.5715947,24.52648453,25.30901786,25.10037229,25.21142964,25.16092911,0.000132046527405561,10.551974669775198,0.0022814705568405197,0.00010892911109259201,10.9816051803923,0.00044574938881310704,0.00317387413825554,5.30696444754095,0.0160454689503845,2.2e-07,67.92820626,8.77e-07
butyryl_carnitine,HMDB02013,C02862,27.62340876,27.66021104,27.46275291,27.49492961,26.483796899999998,26.65690203,26.418295500000003,26.52187588,26.47484137,26.49943602,26.52252722,24.38288268,24.44545764,24.46542141,24.42585892,5.51800747804425e-05,12.6345888918526,0.0012257859469084,4.71741000094565e-07,-33.118713330746004,1.6301272336601094e-05,0.815693521076881,-0.245683335218003,0.880835711996215,4.26e-14,1190.755607,2.65e-12
3-Hydroxybutyrylcarnitine,HMDB13127,,23.24828585,23.29840202,23.16531031,23.17664659,21.74145574,21.66161192,21.55245283,22.45208637,22.48690161,22.45848136,22.5037798,22.40597139,22.35552384,22.37275982,22.37288641,1.39585832349993e-06,26.630832203691202,0.00010852798465212,2.19022811974288e-05,15.261894360359197,0.000136232189048007,1.2354853152081e-05,17.145625193010098,0.000384235933029719,6.1700000000000006e-12,479.511074,2.13e-10
succinyl_carnitine,,,19.35621866,20.01709983,20.03256479,19.83309821,19.48646462,19.57481991,18.47814872,19.95830457,19.12475581,19.38266503,19.57883531,18.35919155,18.89872235,18.16941629,18.67257389,0.130518955608887,1.8073372909606695,0.28188468884975,0.121335008233593,-1.86406671100248,0.160575266215522,0.39998215499326295,0.9195813405437472,0.520290324771685,0.004702405,7.731384397999999,0.0072398409999999995
tiglyl_carnitine,HMDB02366,,20.66288843,20.87600648,20.74098454,20.92672477,19.53393322,19.84989309,19.82834122,20.51542517,20.34747943,19.98412004,20.25846887,20.60063007,20.61946599,20.40047332,20.64965871,0.000213009025423077,9.55081100665566,0.00319492702766903,0.000605194277226777,7.6564495419909,0.00168237688127646,0.0184089522414884,3.4413292431736404,0.0520471286100264,2.3800000000000003e-05,26.71090933,5.7799999999999995e-05
3-hydroxy-isovaleryl_carnitine,,,22.33542417,22.40699468,22.25685573,22.27486641,21.72569929,21.60622979,21.62052072,22.03944335,22.28214578,22.21377203,22.19522921,22.24447409,22.27227085,22.23809316,22.17459114,4.65955747348623e-05,13.0806195449451,0.0011147095186570901,2.7341828054364705e-05,14.587158091487,0.000157468676387175,0.0005614307698294309,7.78057920209679,0.00498871341191294,6.58e-07,54.9424804,2.27e-06
glutaryl_carnitine,HMDB13130,,22.32667723,22.31306714,22.24227474,22.27254895,21.97856351,22.64960937,21.55126501,21.80957634,20.46289767,20.67388711,20.88941164,17.27622705,18.28242334,17.98776147,18.12830965,0.432850792500893,0.852526320366178,0.62322498364712,0.000106352450705328,-11.036168237666097,0.00044574938881310704,0.0548290284576811,-2.49493214304241,0.10657392406461802,1.25e-07,75.76739492,5.25e-07
octenoyl_carnitine,,,17.92742829,18.0669052,17.49989338,18.17543942,16.89723499,16.45147489,15.01696655,17.92800817,17.85188162,18.05449898,18.41949919,17.9774628,17.66680355,17.78821133,18.10771469,0.0164056995073808,3.5489555884084703,0.0644879820843817,0.0153963537331453,3.609016293733641,0.0275863391469972,0.0113692967421099,3.90348590501288,0.0372194872294335,0.000875485,11.942664500000001,0.001564804
octanoyl_carnitine/L-Octanoylcarnitine,HMDB00791,C02838,20.25952096,20.27744955,20.17786867,20.23453793,19.23461002,19.21904841,18.784426899999996,20.09483409,20.29688233,20.21602943,20.30531677,21.11295964,21.17237038,21.16639106,21.30652666,0.00025664826266546,9.18472290941958,0.00319492702766903,1.7911556456498997e-05,15.8996511358863,0.000125026175799097,0.000385271115761929,8.43022300708565,0.00399397723339866,3.18e-09,151.31815500000002,2.54e-08
decenoyl_carnitine,,,14.15686182,15.96196027,14.59208966,15.56038195,12.95629157,14.41141168,12.99462286,15.08482632,13.34374827,12.42746842,14.66902843,15.84841679,14.46115097,16.04754165,15.71570583,0.0522172920911788,2.53489843556489,0.15160278920705406,0.0166361628322499,3.53583217029588,0.0289041711778197,0.627079845857241,0.517191455195823,0.739757917773172,0.039024018,3.9460378410000003,0.053464624
decanoyl_carnitine,HMDB06210,,19.47067639,19.62736611,19.35954431,19.43240852,18.26137119,18.08304333,17.67610783,19.24372962,19.16349572,19.14492622,19.19677049,20.10178571,19.62610746,20.054437600000004,20.12066904,0.000256826931484648,9.183380107586393,0.00319492702766903,0.00018744355128810704,9.80958972236775,0.000654999375849453,0.00048678254063795,8.021356830282821,0.00458755667086068,2.66e-07,65.50387966,1.03e-06
tetradecenoyl_carnitine,HMDB13329,,22.82373316,20.95338347,22.90842681,20.56173722,20.64256499,22.13082104,22.65761105,20.8552404,22.96972502,22.76891028,22.11848862,21.72351648,22.35946352,21.63734658,22.21561717,0.9987233798180892,0.0016815047495941696,0.9987233798180892,0.7638197640722559,0.317325259908394,0.791826488754905,0.6476966235628809,0.485728446468975,0.7434852254579329,0.9404827990000001,0.129620127,0.9465700659999999
pendtadenoyl_carnitine,,,20.58259204,20.71637868,20.39479644,20.50481203,20.04197762,19.92240566,19.6133753,20.88122085,20.72309602,20.61668734,20.53297711,21.73761099,21.62317987,21.59412144,21.77561653,0.0035476872077157703,5.1724242677540095,0.0212178984923001,2.1259093810221e-05,15.354815373309501,0.000136232189048007,0.00189159353159322,5.967458778627,0.011099728081613,4.79e-08,90.90659537,2.43e-07
L-palmitoylcarnitine,HMDB00222,C02990,25.58438109,25.8345531,25.7153826,25.41024189,25.34789801,25.3993577,24.99213347,26.28921925,26.18713046,26.052955100000002,25.8892431,27.26279663,27.18047295,27.15010378,27.41501528,0.0502914889743312,2.56579304677071,0.15160278920705406,1.92806337997107e-05,15.6631873804063,0.000130353850254566,0.0021637525407216802,5.7901190517248295,0.0122350370938989,4.28e-08,92.85356905,2.26e-07
3-hydroxyhexadecenoylcarnitine,HMDB13333,,23.66875864,22.06034676,23.88261161,21.76279419,21.68356085,23.23436527,23.40338526,22.02673068,23.98169799,23.92253961,23.13416742,23.10499037,23.50678676,22.83183298,23.312500699999998,0.932905710051457,0.0885118555919207,0.973602939013433,0.434365235261108,0.849533124510462,0.485926576137427,0.5175139271752439,0.69588293794396,0.633648942328744,0.825260703,0.299300674,0.849854565
3-hydroxyhexadecanoylcarnitine,HMDB13336,,20.12591628,20.35974506,20.15479964,20.02008733,17.96112912,18.20185727,17.72502995,19.29190009,18.96577799,18.88696796,18.9483076,19.92302381,19.6575163,19.70372926,19.83507417,2.0639854396156306e-05,15.4475108095984,0.000713221635244958,4.16555246431776e-05,13.3844424797208,0.00021591446940046998,0.00110380279424852,6.72229104713778,0.00746266671763675,1.71e-08,110.4093832,1.0199999999999999e-07
heptadecanoyl_carnitine,HMDB06210,,20.16758946,20.28723392,20.06594451,20.12527807,19.93803922,20.08700025,19.60632365,20.93895697,20.77959699,20.66662071,20.68195979,21.68352113,21.55458272,21.58315541,21.938251899999997,0.0822664955245201,2.16881036991912,0.209712132033818,8.669024460810909e-05,11.5125162553005,0.000396480383428264,0.00142799092797607,6.352330789826518,0.00888210357201113,4.6799999999999996e-08,91.30845784,2.43e-07
stearoylcarnitine,HMDB00848,,21.61723571,21.86792214,21.70990041,21.50125094,22.29401766,22.41333778,22.10589059,23.45543572,23.28110775,23.08623741,23.1097526,23.9299872,24.08279105,23.99687393,24.39531874,0.00394869917588385,-5.04540074645789,0.0227415822907385,5.1692998071717604e-05,12.805039479064801,0.000259298748392003,0.000618215186414058,7.62156086380904,0.00515159555007415,3.8200000000000005e-09,146.2584754,2.8999999999999998e-08
tetradecanoyl_carnitine(myristoyl_carnitine),HMDB05066,,24.460733899999997,24.71951876,24.51017825,24.35055535,23.78546713,23.74130109,23.32896392,24.80659914,24.71965362,24.62259885,24.46168233,25.22122703,25.02472774,25.03328508,25.31171052,0.00205318843305153,5.858814491190059,0.0140151896648688,0.000145299785935875,10.34431120848,0.0005379551598340152,0.000977625239998163,6.90277490877634,0.00704105988269485,1.62e-06,46.07066787,4.89e-06
trans-Hexadec-2-enoyl_carnitine,HMDB06317,,23.89270963,24.11229294,23.93284041,23.74793463,23.02896288,23.02633813,22.57426408,23.8848276,23.70035316,23.69470167,23.49203037,24.3387098,24.0355647,24.07140236,24.35992446,0.00107265525521054,6.7644909811269915,0.008339894609261921,0.000446683811935025,8.169568082160241,0.00134803630362356,0.00357361322402319,5.16371451839881,0.0170166388058735,9.99e-06,31.95610152,2.57e-05
alpha-linolenyl_carnitine/gamma-linolenyl_carnitine,HMDB06319,,15.88749333,16.8463529,16.07533821,16.29359923,15.53027903,15.60151027,15.19923271,16.67678165,16.16182212,16.01286194,16.21092339,17.24854854,16.62762825,16.77081271,17.50701815,0.0262084124793336,3.12147843515228,0.0923152336079962,0.0017830955270567801,6.04672771999513,0.00426571314549738,0.0090521566256382,4.13371934996987,0.031991144438335,0.000910373,11.82959478,0.00160867
Linoleyl_carnitine/Linoelaidyl_carnitine,HMDB06469,,19.9413643,20.24111512,19.95760746,19.97720649,19.44028196,19.436914899999998,18.80308363,20.06027077,20.03212729,20.05046528,19.7112087,21.25084619,20.86057255,20.927045800000002,21.34855287,0.00942798992304137,4.09203749994097,0.0424942734212444,0.000427959012148158,8.24429410216659,0.0013048554193929099,0.015178763224663,3.62255310469535,0.0450628897220153,3.46e-06,39.60127449,9.44e-06
Elaidic_carnitine/Vaccenyl_carnitine,HMDB06464,,24.94758245,25.20560249,25.08078657,24.85278016,24.76683667,24.80717861,24.37302064,25.47933148,25.33382129,25.20622312,25.06412714,25.87020424,25.671287699999997,25.69410636,26.01095338,0.0527153637339293,2.5271106460331803,0.15160278920705406,0.000563855630612684,7.77340505335562,0.00160879909284903,0.010546245801569,3.9785211023044,0.0356508961335648,2.65e-05,26.11482668,6.39e-05
lauroyl_carnitine,HMDB02250,,21.29488027,21.51359331,20.79116587,21.25632413,20.40071288,20.05969469,19.59264979,21.43988765,21.02234987,21.08804918,21.12563832,22.10359096,20.76023943,21.8171154,22.17930104,0.00640461388582825,4.49913907827792,0.0321263696531062,0.0113279370009582,3.9071055380679103,0.0212228217307108,0.0036896746481366,5.125610203654031,0.017126698739858,0.002311499,9.356564261,0.003744147
