GeneSymbol,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_log2FoldChange,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,stat_annot
Cyp51,-4.76281,0.00312145,-0.31655,-0.572742871,-5.47087459,4.48E-08,6.33E-07,co_low_FC0
4931440F15Rik,4.85635,0.00316742,0.358691,0.52451124,0.199004397,0.842259305,,
Isoc2b,5.98019,0.00317273,0.344661,-1.212838888,-8.123027423,4.55E-16,2.74E-14,
Gm13624,-4.73835,0.00319827,-0.222926,0.429296676,0.115179878,0.908302548,,
Irf2,5.56005,0.00320694,0.237433,-0.106296222,-1.831531181,0.067021298,0.144880393,
Gigyf1,4.73629,0.00321332,0.146876,0.371530082,6.077927285,1.22E-09,2.47E-08,co_high_FC0
Ntf5,5.17127,0.00321556,0.411433,1.816798486,6.893442312,5.45E-12,1.71E-10,co_high_FC0
Sgms1,-4.85676,0.00322574,-0.100255,-0.245698123,-3.594616861,0.000324869,0.001602984,co_low_FC0
Calm3,-4.75015,0.00323443,-0.330873,-0.405704145,-6.045144426,1.49E-09,3.00E-08,co_low_FC0
Trpm1,4.83064,0.00323765,0.142764,0.321806268,1.006036627,0.314397951,0.473711177,
Ldha,-6.8367,0.00324143,-0.505195,-1.042881362,-11.87243911,1.65E-32,4.22E-30,co_low_FC0
Pstpip2,6.09115,0.00328137,0.681397,1.309476994,4.963811766,6.91E-07,7.09E-06,co_high_FC1.5
Nuf2,-6.31896,0.00329067,-0.583236,-0.820069878,-2.196214941,0.028076562,0.072000118,
Cep85,7.55041,0.00330954,0.093273,0.112743049,0.89512868,0.370718304,0.532303166,
Apbb2,5.29946,0.00334624,0.278128,1.304049594,2.31205276,0.020774776,0.055948051,
Gm6910,5.52845,0.00335315,0.426816,6.155488552,5.510301954,3.58E-08,5.19E-07,co_high_FC0
Fxyd5,6.63238,0.00337155,0.171708,0.102788126,1.182228195,0.237115168,0.38622949,
Lyplal1,5.73595,0.00337647,0.846116,3.993021408,7.436644936,1.03E-13,4.32E-12,co_high_FC1.5
Lgmn,5.81933,0.00339903,1.05737,2.554740823,18.57318076,5.30E-77,6.48E-74,co_high_FC1.5
1110034G24Rik,4.68122,0.00342656,0.162899,-0.221503511,-1.573889391,0.115513023,0.22357722,
Flrt2,4.66706,0.00344527,0.470466,0.70898166,1.991934238,0.046378274,0.107517572,
Gm14794,-4.82223,0.00344849,-0.199248,0.429297661,0.118731585,0.905488013,,
Qsox1,-5.03635,0.003463,-0.194954,-0.239532061,-3.762681272,0.000168101,0.000903737,co_low_FC0
Kirrel3,5.83768,0.00350998,0.439864,1.14220997,4.710871859,2.47E-06,2.21E-05,co_high_FC0
Wnt5b,4.65241,0.00351192,0.185147,-1.391514559,-1.091144739,0.275209199,0.431162886,
Tob2,4.65608,0.00354507,0.287849,0.139375561,1.555990433,0.119710367,0.22971683,
Dip2c,5.16744,0.00356392,0.181776,1.033244796,4.776356768,1.78E-06,1.66E-05,co_high_FC0
Rasgrp4,-4.64596,0.00360477,-0.245165,-0.390798535,-1.502139084,0.133061193,0.249233187,
Pttg1,-5.30741,0.00360838,-0.646625,-0.857990896,-7.177737248,7.09E-13,2.57E-11,co_low_FC1.5
Trav13n-4,5.20139,0.00362047,0.177882,0.090004444,0.196144454,0.844497103,0.907842946,
Igkv4-62,-4.97091,0.00363012,-3.4798,-1.242568435,-0.32560611,0.744722389,,
Gm8343,4.96374,0.00365882,0.142243,-0.870864035,-0.368319542,0.712634983,,
Zfp712,-4.74292,0.00366015,-0.341027,0.260040177,2.299597012,0.021471062,0.057560102,
Slc43a3,-5.28818,0.00368315,-0.386094,-0.52411955,-2.760537717,0.005770629,0.01920406,co_low_FC0
Phgdh,-4.63473,0.00368689,-0.213666,-0.14996123,-1.050528069,0.293475393,0.451291112,
Plekha2,-4.89816,0.00369115,-0.204371,-0.177556084,-2.939919384,0.003282977,0.011861365,co_low_FC0
Fbxo5,-6.72984,0.0037024,-0.315087,-0.013225445,-0.078115037,0.937736546,0.965035126,
Fancd2,-4.66659,0.00371426,-0.323981,-0.051379059,-0.180902596,0.856444031,0.914960953,
Fzd4,4.92727,0.00372275,0.395479,-0.079408511,-0.065521081,0.947759122,0.971140233,
Polr1b,-5.06604,0.0037332,-0.287915,-0.084093253,-1.029868646,0.303071671,0.461318602,
Kmt2a,4.73873,0.00375621,0.167007,0.347425056,2.715183945,0.006623897,0.021509073,co_high_FC0
Zc3h7b,5.092,0.00376987,0.169856,0.116835552,1.030299508,0.30286943,0.461145377,
9630013D21Rik,-4.58371,0.00378016,-0.316203,-0.936794842,-4.390298299,1.13E-05,8.51E-05,co_low_FC0
Igkv4-70,-5.61171,0.00378696,-2.481,-1.273722343,-0.333896224,0.738457869,,
Cdc26,-4.57881,0.00379609,-0.308511,-0.381533888,-4.071867731,4.66E-05,0.000293594,co_low_FC0
Dpysl3,5.289,0.00385877,0.384611,1.011627947,3.640272571,0.00027235,0.001374854,co_high_FC0
Igkv4-61,-4.72911,0.00386156,-3.44623,-3.279919368,-1.090241526,0.275606765,,
Six5,6.70825,0.00386818,0.376238,0.965519015,7.800961904,6.14E-15,3.21E-13,co_high_FC0
9930022D16Rik,4.58239,0.003869,0.286502,1.515931518,3.406314241,0.000658463,0.002977497,co_high_FC0
Tex35,15.638,0.00387784,1.99939,4.676975351,13.6923453,1.13E-42,4.98E-40,co_high_FC1.5
Mfhas1,4.8063,0.00388789,0.275253,0.542710439,7.240037278,4.49E-13,1.69E-11,co_high_FC0
Hps5,-4.79983,0.00389183,-0.263915,0.276388722,3.903601165,9.48E-05,0.000546514,
Gm16297,4.92436,0.00392974,0.325459,-0.284825545,-0.098985445,0.921149826,,
Ska2,-4.57126,0.00394328,-0.210378,-0.105534874,-0.931332601,0.351681543,0.512267816,
Tshz3,4.5858,0.00394758,0.314051,2.648278542,7.882723587,3.20E-15,1.74E-13,co_high_FC0
Rpl31-ps20,-4.72062,0.00394838,-0.0575047,-1.828001974,-0.553339754,0.580030784,,
Spatc1l,5.08067,0.00397562,0.157033,0.022331736,0.015979108,0.987251059,,
Napb,4.55235,0.00398535,0.198322,0.754985995,2.749580948,0.005967152,0.019728843,co_high_FC0
Gm10433,4.69921,0.00399157,0.265869,-0.182643867,-0.106531724,0.915160487,,
Sfi1,4.63698,0.00401541,0.34786,0.582777146,5.009006066,5.47E-07,5.79E-06,co_high_FC0
Traj61,-4.69205,0.00403392,-0.626251,0.832947188,0.675477333,0.499372548,0.653828682,
Abcb1a,-4.51985,0.00404953,-0.388219,-0.475637587,-3.130987453,0.001742196,0.006875429,co_low_FC0
Stt3b,-4.96683,0.00405802,-0.244953,-0.200427202,-3.256137581,0.00112939,0.004747975,co_low_FC0
Rpl19-ps12,-4.52413,0.00406259,-0.0945864,-0.967832032,-0.539540333,0.589514075,,
Slc43a1,-4.51322,0.00406354,-0.915289,-2.095147237,-9.439688964,3.74E-21,3.94E-19,co_low_FC1.5
Mast4,4.51242,0.00406898,0.216529,0.411741022,2.455679653,0.014061845,0.040583422,co_high_FC0
Arhgap40,4.70016,0.00409105,0.282147,1.751944006,4.319999932,1.56E-05,0.000112977,co_high_FC0
Setbp1,4.69054,0.00409567,0.262469,0.555566118,3.795579935,0.000147299,0.000803852,co_high_FC0
Hsf4,4.487,0.00417706,0.143739,0.458832635,3.257688052,0.001123238,0.004729611,co_high_FC0
Gfi1b,4.95735,0.00420571,0.114392,-1.30288824,-0.58733543,0.55697845,,
Clec4a1,5.03419,0.00423324,0.146113,-0.417745058,-0.444662106,0.656563958,0.779274748,
Pcsk1,-4.61677,0.00423937,-0.915396,-2.157198356,-7.094466483,1.30E-12,4.54E-11,co_low_FC1.5
Gm14469,4.74673,0.00426526,0.957907,2.914409558,2.366122805,0.017975481,0.049598369,co_high_FC1.5
Tbc1d4,4.69104,0.00428655,0.241036,0.166630519,1.531120334,0.125739655,0.238268783,
Heatr5a,5.97901,0.0042904,0.43352,1.31302927,16.0819565,3.41E-58,2.47E-55,co_high_FC0
Kpna2,-4.9287,0.00429632,-0.268617,-0.532358815,-4.046995642,5.19E-05,0.000322507,co_low_FC0
Kpna2,-4.37356,0.0102357,-0.527587,-0.532358815,-4.046995642,5.19E-05,0.000322507,co_low_FC0
Kpna2,-4.2957,0.0140937,-0.515293,-0.532358815,-4.046995642,5.19E-05,0.000322507,co_low_FC0
Gm11447,4.47539,0.00429724,0.197421,0.429296475,0.114496865,0.908843931,,
Grpr,4.45882,0.00431438,0.167138,-2.097802152,-1.054356934,0.291719532,,
Cd86,-4.88219,0.0043146,-0.30839,-0.281868833,-0.889203109,0.373893932,0.535364957,
Melk,-4.7019,0.00432732,-0.330249,-0.788834192,-2.569613561,0.010181202,0.030918273,co_low_FC0
Nrbp2,4.63683,0.00434714,0.348859,0.397188905,2.629911069,0.008540721,0.026703181,co_high_FC0
Tyms,-5.3696,0.00434876,-0.22848,0.098238367,0.857864456,0.390967313,0.551913037,
Polq,-4.92084,0.00440717,-0.235447,0.262320439,1.369225277,0.170928867,0.303223934,
Gm16793,4.58281,0.00442687,0.170614,2.420303766,1.387867461,0.165177408,,
Ap4s1,-4.43509,0.00442832,-0.355347,-0.858617125,-7.655803727,1.92E-14,9.18E-13,co_low_FC0
Plekhm2,4.42919,0.00443063,0.102769,0.332082787,4.808891546,1.52E-06,1.43E-05,co_high_FC0
Hgsnat,-6.55085,0.00448266,-0.773959,-1.25802594,-13.67335906,1.46E-42,6.30E-40,co_low_FC1.5
Pou2f2,5.11297,0.00450957,0.43821,0.516935182,6.290098094,3.17E-10,7.31E-09,co_high_FC0
Fth-ps2,4.59902,0.00451225,0.304027,0.950104322,1.248085774,0.211999647,0.355621944,
Mir6999,4.90792,0.00451684,0.461036,1.679753461,5.256714169,1.47E-07,1.81E-06,co_high_FC0
Sdcbp2,-5.48865,0.00452206,-0.355897,-0.681807094,-5.99143122,2.08E-09,4.04E-08,co_low_FC0
Espn,4.90458,0.00452362,0.108494,0.361171793,1.968390211,0.049023157,0.112485271,
Igkv4-63,-4.82839,0.00453053,-3.3731,-3.824707432,-2.124863054,0.033598042,0.083264939,
Gm9034,5.07495,0.00455169,0.207405,-0.377183369,-0.226276396,0.820986456,,
Rcan1,4.7567,0.00458341,0.622782,-0.028565843,-0.253334712,0.800009575,0.878084186,
Znrf1,4.93881,0.00462981,0.287335,0.58874169,7.287537548,3.16E-13,1.22E-11,co_high_FC0
Angptl2,4.63505,0.00463224,0.351777,-0.114044763,-1.047823366,0.294719995,0.452679895,
Ndrg4,4.39588,0.00466362,0.256935,0.844540409,3.785489778,0.000153406,0.00083375,co_high_FC0
Hist1h4m,-4.38211,0.00467383,-0.409372,-1.256120514,-0.332832181,0.739260965,,
Sult5a1,-4.37984,0.00468788,-0.079324,2.844623716,1.34592962,0.178325215,,
Cap2,4.52649,0.00472293,0.309524,1.106497906,3.026557435,0.002473558,0.009329859,co_high_FC0
Pvrl1,-4.55964,0.00472953,-0.253558,-0.215088649,-0.809267449,0.418361325,0.577997883,
R3hcc1l,5.03773,0.00477343,0.154733,0.319365595,4.032335802,5.52E-05,0.000340319,co_high_FC0
Wdr54,4.41113,0.00478761,0.2308,0.501269233,1.41837508,0.156081287,0.281608384,
Trav11n,5.3198,0.00479504,0.547375,0.992870633,1.086467506,0.277272209,0.433705939,
Fastkd1,-4.78208,0.00480803,-0.331006,-0.124131277,-0.922029833,0.356513015,0.517228366,
Plk4,-5.17184,0.0048184,-0.192247,-0.499079771,-0.787369704,0.431065476,0.5898998,
Lclat1,5.93024,0.00484243,0.2158,-0.002078028,-0.023526263,0.98123049,0.989503304,
Gm12182,4.98768,0.00485142,0.194107,-0.08689881,-0.088091935,0.929803606,0.961036695,
Csnk1e,4.46171,0.00485276,0.114912,0.283906833,3.154856702,0.00160577,0.006411793,co_high_FC0
Nrgn,4.33956,0.0048777,0.32576,0.136372656,0.601218275,0.547694614,0.695295036,
Lysmd2,4.52004,0.00488541,0.293307,0.886120684,4.913034059,8.97E-07,8.95E-06,co_high_FC0
Dab2ip,4.33757,0.0048884,0.187171,0.729138245,6.052615642,1.43E-09,2.88E-08,co_high_FC0
Cpvl,4.58626,0.00489973,0.274066,1.016424013,1.328837254,0.183901669,0.320463111,
Fah,4.60998,0.0049099,0.512622,0.635561277,2.95190691,0.003158181,0.011483508,co_high_FC0
Zbtb8os,-4.78926,0.0049192,-0.246871,-0.632972721,-5.793623469,6.89E-09,1.18E-07,co_low_FC0
Elf3,4.33459,0.00495518,0.211037,-1.251697941,-0.331297455,0.740419813,,
Uqcrb,-5.26738,0.00505915,-0.23503,-0.370591363,-3.445281481,0.000570465,0.002624337,co_low_FC0
Itfg3,-4.70124,0.00513742,-0.257977,-0.412777652,-3.379915917,0.00072508,0.003243542,co_low_FC0
Zfp62,-4.29496,0.00515949,-0.180883,0.269937292,4.302899301,1.69E-05,0.000120527,
Gm15717,-5.30137,0.00516663,-0.565885,-0.356279005,-0.588964834,0.555884864,0.701103339,
Gas2,-4.55672,0.00521973,-0.291801,-2.164525359,-9.881745822,5.00E-23,6.36E-21,co_low_FC0
Rbm44,4.3351,0.00525339,0.336865,1.253076067,2.897543088,0.003760981,0.013322129,co_high_FC0
Rpl31-ps1,-5.184,0.00526068,-0.0599802,-0.439430895,-0.227829088,0.819779112,,
Rybp,5.28149,0.00527938,0.28521,-0.577450108,-3.714833437,0.000203338,0.001066532,
Lsr,-7.36071,0.00530832,-0.172686,-1.216682501,-6.162168791,7.18E-10,1.53E-08,co_low_FC0
Opa3,-4.87209,0.00533001,-0.207046,-0.294484437,-3.551122174,0.000383592,0.001853078,co_low_FC0
Gpr34,-4.42187,0.00537075,-0.313244,-0.457158622,-1.726636079,0.084233042,0.174703942,
Tnni3,4.2453,0.00540889,0.151494,0.346352485,0.994678113,0.319892843,0.479763868,
Ky,4.36018,0.0054442,0.204251,0.371765836,1.175134229,0.239941018,0.389617553,
Trip13,-4.93009,0.00551449,-0.310995,-0.209912085,-0.826354166,0.408603215,0.56868416,
Mapre2,5.35278,0.00551893,0.211066,-0.044926861,-0.781931844,0.434254629,0.592979628,
Sik2,4.56914,0.0055243,0.19847,0.299429322,2.749048462,0.005976855,0.019750687,co_high_FC0
Per2,4.60986,0.00564407,0.174414,0.517837536,4.032117402,5.53E-05,0.000340433,co_high_FC0
Capza1,-4.42308,0.0056772,-0.196782,-0.240855846,-3.656739229,0.000255444,0.00130202,co_low_FC0
Thra,5.86983,0.00575662,0.120849,0.276415859,2.233588793,0.025510142,0.066483509,
Fhad1,4.44629,0.00575799,0.222035,1.020754112,4.063680765,4.83E-05,0.000302699,co_high_FC0
Echdc2,5.19175,0.00576182,0.287171,1.89422187,6.435301206,1.23E-10,3.07E-09,co_high_FC0
Fam98c,-4.39579,0.00576859,-0.11442,0.017541125,0.202633318,0.839421646,0.904281137,
Gm14455,4.20602,0.00577454,0.145763,0.453397703,1.409175445,0.158783297,0.285382972,
B3galt1,4.27274,0.00583792,0.694887,1.13290043,5.387059445,7.16E-08,9.63E-07,co_high_FC1.5
Emid1,4.17339,0.0058844,0.413162,5.269804153,14.01685798,1.23E-44,5.93E-42,co_high_FC0
Ighv3-6,-6.22475,0.00589219,-3.77906,-1.506186377,-1.237746656,0.215810013,0.360393207,
Srp54b,-4.29251,0.00589299,-0.481484,-0.06276548,-0.474713146,0.634991447,0.76312185,
Ifi30,-4.61122,0.0059115,-0.982382,-2.444284396,-17.83194451,3.99E-71,4.23E-68,co_low_FC1.5
Gm12760,5.0177,0.00592324,0.0978162,0.429296475,0.114496865,0.908843931,,
Ighv1-34,-5.1792,0.00592466,-3.03764,4.339099143,1.660686506,0.096776425,0.194742567,
Zfp772,-5.21851,0.00594244,-0.250702,-0.514055019,-3.007983696,0.002629872,0.009827581,co_low_FC0
Gm9568,4.19244,0.00598088,0.348822,1.055603063,0.821934016,0.411114452,0.571179799,
Sirt3,4.24056,0.00600073,0.190888,0.418399205,2.546826029,0.010870761,0.032610234,co_high_FC0
Rgl1,5.07661,0.00600549,0.225867,0.029476473,0.098447308,0.921577111,0.956137004,
Zwilch,-4.46345,0.0060077,-0.290112,0.188433365,0.810369664,0.417727748,0.577342573,
Klhl22,-4.27437,0.00603504,-0.180517,-0.114366294,-0.984211059,0.325011749,0.484653816,
Lmo2,4.8711,0.00604144,0.305273,2.22993601,4.212527315,2.53E-05,0.000171612,co_high_FC0
1700088E04Rik,4.32297,0.00604621,0.151317,-1.402181925,-0.833191416,0.404736783,,
Trbv19,-4.92693,0.00607777,-0.478625,-0.132757188,-1.365196075,0.172191432,0.304832105,
Ocel1,-4.29751,0.00609311,-0.34762,-0.602579136,-5.295004023,1.19E-07,1.51E-06,co_low_FC0
Gm2420,5.04895,0.00613561,0.25105,1.307096584,2.632583148,0.008473828,0.026514881,co_high_FC0
Hoxc9,4.939,0.00625566,0.226448,-0.510479552,-0.496494413,0.619545628,0.750341215,
Sdha,-4.115,0.00626762,-0.297246,-0.294890142,-6.384014213,1.73E-10,4.19E-09,co_low_FC0
Rsrc1,-4.11179,0.00628086,-0.116248,-0.128664159,-1.211745298,0.225609893,0.371994422,
Figf,4.43494,0.00628114,0.192815,0.429297491,0.118094032,0.905993152,,
Igkv4-86,-5.255,0.00628815,-3.28993,-3.085442985,-1.170704671,0.241717507,,
2010005H15Rik,-4.26494,0.00629018,-0.373692,-6.628697996,-5.225371515,1.74E-07,2.10E-06,co_low_FC0
Fgf18,4.88798,0.00629238,0.36733,1.060977396,2.468929819,0.013551779,0.03931961,co_high_FC0
Gabrr2,-4.12422,0.00629516,-0.200665,0.187750672,0.737812963,0.460628115,0.618160288,
Psmd13,-4.14841,0.00630102,-0.207585,-0.484934926,-6.907858459,4.92E-12,1.57E-10,co_low_FC0
Asah1,-4.46586,0.00634278,-0.50977,-0.716470829,-7.19547015,6.22E-13,2.29E-11,co_low_FC0
Creb3l2,4.65458,0.006363,0.21498,0.086239737,0.667502551,0.504451181,0.65804095,
Gm24507,-4.26563,0.00644531,-0.199702,2.597739234,2.192346276,0.028354513,0.072564927,
Rasgrp1,-5.65606,0.00650591,-0.504295,-0.335439287,-2.488536498,0.012827007,0.037537165,co_low_FC0
Kdm4a,-4.48947,0.00655241,-0.143784,0.105142607,1.609519135,0.107502874,0.211260744,
Xylt1,4.09485,0.00655743,0.185868,0.122834033,0.655170641,0.512357894,0.66475731,
Slc14a1,-4.39807,0.00655995,-0.365562,-0.335379205,-2.309919243,0.020892625,0.056217843,
Dthd1,4.45917,0.00657738,0.326572,-1.016945042,-0.513795577,0.607394921,,
Rnf13,-4.2674,0.00661677,-0.0896296,-0.091671274,-1.184394831,0.236256805,0.38520244,
Agfg1,-4.41634,0.00665765,-0.227622,0.129999925,1.316113065,0.188136096,0.325610614,
Hap1,4.9263,0.00667716,0.339798,0.580888225,3.274316087,0.001059181,0.00451123,co_high_FC0
Fgf23,4.05619,0.0066796,0.268468,1.635135235,2.635017673,0.00841329,0.026356562,co_high_FC0
Ptpn14,4.07864,0.00671201,0.167012,1.463380962,1.630673969,0.102959132,0.204555248,
Tomt,4.13277,0.00672316,0.160452,1.276660069,0.460154315,0.64540546,,
Ell3,4.1205,0.00673292,0.137016,0.429296796,0.115596192,0.907972581,,
Ighv1-22,-4.93607,0.00673608,-3.30848,-4.055408277,-2.072744013,0.038196109,0.092149282,
Etv1,4.71543,0.00673849,0.157856,0.307207609,0.384230616,0.700807529,0.809899409,
Pfdn1,-4.24401,0.0067645,-0.158678,-0.386474858,-3.743863916,0.000181212,0.000965735,co_low_FC0
Ptprf,-4.36126,0.0067788,-0.140796,-2.015899031,-7.534981874,4.88E-14,2.17E-12,co_low_FC0
Ighv5-4,-5.55563,0.00680675,-3.17112,-4.138435011,-1.99033276,0.046554292,0.107894183,
C330027C09Rik,-5.75845,0.00681702,-0.413482,-0.047417652,-0.24661008,0.805210002,0.881332098,
Akr1c12,4.15427,0.00682725,0.408681,1.392231424,3.359127805,0.000781889,0.003458924,co_high_FC0
Gm6981,4.07768,0.00685117,0.171879,-0.831942281,-0.672100292,0.501519851,0.655668786,
Zfp612,8.3638,0.00686531,0.242137,0.643265003,3.09709745,0.001954256,0.007610357,co_high_FC0
Gm15523,4.71135,0.00694542,0.279764,-0.232743855,-0.332617509,0.739423025,0.837682772,
Scn1b,4.76791,0.00696131,0.313214,1.853658904,5.228047151,1.71E-07,2.07E-06,co_high_FC0
Mrpl46,-4.03126,0.00698086,-0.193884,-0.427185984,-3.642622183,0.000269875,0.001364643,co_low_FC0
Lrrn3,-4.14005,0.00699241,-0.194779,-0.592077899,-3.233208623,0.001224081,0.005078948,co_low_FC0
Sh3rf1,4.24064,0.00701301,0.212077,0.109856555,1.094394609,0.273781947,0.429627181,
Bex2,4.07207,0.00706897,0.139794,0.014274624,0.034310899,0.972629234,0.984825017,
Btbd19,4.33743,0.0070854,0.103779,0.27627245,3.327873636,0.000875116,0.003822443,co_high_FC0
Ivl,-4.90166,0.00714068,-0.183442,-1.963732696,-2.035521719,0.041798405,0.099065708,
Mark1,4.46757,0.00714956,0.561779,2.54420855,4.332017224,1.48E-05,0.000107373,co_high_FC0
B4galt3,-4.71351,0.00715353,-0.195634,0.311260985,3.791111045,0.000149975,0.000817055,
6030468B19Rik,3.99582,0.00715497,0.189928,0.812878747,1.114506854,0.265061806,0.419270479,
Mcm5,-4.36609,0.00718562,-0.242681,-0.162047271,-2.314373087,0.020647266,0.055689506,
Ttbk2,4.88303,0.00720837,0.49577,1.308201906,3.091808066,0.001989414,0.007720811,co_high_FC0
Cdh23,4.0961,0.00722628,0.367304,0.813111905,2.514364281,0.011924719,0.035292731,co_high_FC0
Gm23711,4.20544,0.00723746,0.485539,2.165973156,1.259181105,0.207964925,,
Gm24091,4.20544,0.00723746,0.485539,1.221040048,1.456470318,0.145262649,0.266256276,
Twist1,4.17588,0.00723966,0.239306,2.219254636,1.402354416,0.160809438,0.288364853,
Arhgef11,3.97708,0.00737339,0.197573,0.612864871,8.002257861,1.22E-15,6.97E-14,co_high_FC0
Gm26202,-4.15393,0.00739682,-0.176737,1.174854617,3.611762449,0.000304123,0.001513291,
Aspm,-4.08785,0.00741889,-0.492703,-0.226714652,-0.799086063,0.42424051,0.583404049,
Pnp2,-4.41495,0.00743454,-0.130663,-0.392417662,-0.837559067,0.40227839,0.563083557,
Plaur,4.22784,0.00744804,0.239603,2.380126494,2.359975349,0.018276149,0.050300517,
Nbn,-3.95951,0.00745844,-0.181772,-0.022126926,-0.210619446,0.833184237,0.899938542,
Thnsl2,4.30479,0.00746038,0.157754,0.35597914,1.241314327,0.214489654,0.358672207,
Chst15,-4.86523,0.00747107,-0.343759,-0.207810411,-1.209015068,0.226657057,0.373140894,
Gbp3,4.05244,0.00751549,0.199085,0.117722905,1.103156655,0.269959141,0.425059075,
Il9r,-4.80423,0.00754937,-0.504738,-0.800670936,-4.031323718,5.55E-05,0.000341189,co_low_FC0
Galm,4.03855,0.00756204,0.191198,0.074375495,0.846092455,0.39750117,0.558312609,
Clec16a,4.40099,0.00759682,0.320513,0.722230869,7.696635686,1.40E-14,6.88E-13,co_high_FC0
Armcx2,3.95407,0.00763186,0.233716,0.296984158,3.084093108,0.002041737,0.007910363,co_high_FC0
Sycp2l,4.39666,0.00767897,0.376727,2.594101125,3.297989106,0.000973799,0.004194746,co_high_FC0
Ncapg,-3.9938,0.00768157,-0.430139,-0.461714244,-2.119077039,0.034083957,0.0842068,
Etaa1,-4.22057,0.00769394,-0.372022,-0.366293791,-3.949369563,7.84E-05,0.000462183,co_low_FC0
Med4,-4.26637,0.00770161,-0.146449,0.007556741,0.086683608,0.930923007,0.961444082,
Top2a,-4.16742,0.00771132,-0.537754,-0.42012793,-3.788557826,0.000151524,0.000824367,co_low_FC0
Tox,5.14934,0.007737,0.267197,0.000443161,0.00522092,0.995834328,0.997955864,
Marcksl1,4.83236,0.00775761,0.382088,0.131936855,0.915626665,0.359862741,0.520949388,
Mrpl51,-4.18714,0.00780909,-0.368712,-0.672403272,-6.95338576,3.57E-12,1.18E-10,co_low_FC0
Ccr4,-4.23851,0.00781643,-0.491487,-0.695081541,-9.594747064,8.41E-22,9.56E-20,co_low_FC0
Ncaph,-4.02093,0.00783607,-0.385735,-0.563155534,-2.622446812,0.008730089,0.027209691,co_low_FC0
Rasl11b,4.79873,0.00783641,0.204256,0.000432173,0.000681559,0.999456195,0.999522537,
Smc2,-4.0149,0.00784053,-0.342072,-0.064435106,-0.727413534,0.466972666,0.624777223,
Invs,5.33978,0.00784289,0.321691,0.360562102,4.297263711,1.73E-05,0.000123023,co_high_FC0
Fgl2,3.92148,0.00787394,0.358713,0.187631181,0.76893703,0.441930693,0.600515372,
Vps39,-4.02713,0.00790819,-0.172087,-0.014804632,-0.13065975,0.896044474,0.939078694,
Txndc12,-4.13207,0.00800083,-0.329858,-0.494274677,-5.330260094,9.81E-08,1.27E-06,co_low_FC0
Gpr176,4.47527,0.00800941,0.315751,5.050965729,4.179887904,2.92E-05,0.000194696,co_high_FC0
Gm7150,3.94144,0.00801178,0.272696,-2.568813444,-1.049064128,0.294148605,,
Prpf40b,3.99774,0.00810249,0.112864,0.482613828,4.271828438,1.94E-05,0.000135628,co_high_FC0
Dos,4.04714,0.00810276,0.195317,0.216592448,1.894095935,0.058212277,0.129263108,
Mcm4,-3.91712,0.00812534,-0.178883,-0.172870864,-2.694626614,0.007046755,0.022714073,co_low_FC0
Alms1-ps2,4.80451,0.0081467,0.430776,5.2852307,3.730648321,0.000190988,0.001008709,co_high_FC0
Megf9,3.90091,0.00815519,0.186369,0.413944964,2.862727973,0.00420011,0.014642337,co_high_FC0
Tshz2,4.14254,0.00823196,0.45884,0.392615644,1.367349062,0.171515921,0.304008386,
Tshz2,1.78182,0.181355,0.364337,0.392615644,1.367349062,0.171515921,0.304008386,
Slc20a2,-3.92801,0.00826332,-0.240477,-0.546529803,-4.394055081,1.11E-05,8.37E-05,co_low_FC0
Il3ra,3.90012,0.00826993,0.15556,0.199076735,1.816252797,0.069331602,0.148963686,
Rpl31-ps16,-3.87361,0.00828239,-0.0810745,-1.400130114,-0.825248152,0.409230721,,
Appbp2,-3.88323,0.0082845,-0.164145,-0.003570009,-0.043431415,0.965357636,0.981043077,
Gm11677,-5.36858,0.00829846,-0.444617,4.605360579,2.753259689,0.005900507,0.019549605,
Fam135a,4.78197,0.0083631,0.471355,1.057940787,2.55718627,0.01055227,0.031840953,co_high_FC0
Uba2,-4.12537,0.00836421,-0.176845,-0.105782811,-1.8460646,0.064882826,0.140985657,
Ccdc30,3.92027,0.00837477,0.125586,0.315141899,0.827071884,0.408196319,0.568465993,
