,b6_r1,b6_r2,b6_r3,tc_r1,tc_r2,tc_r3,tc_r4,tc_r5
Mir7094-2,4.26186,4.78363,4.09879,4.29694,3.91456,4.14613,4.3372,5.06604
Ighv3-8,1.92253,3.0064,2.73001,1.90477,2.24981,2.15405,1.9747,2.44786
Gm12058,6.45413,6.46434,6.70269,6.22528,6.26784,6.22029,6.32439,6.44528
Gabpb2,7.19614,7.3478,7.27386,7.18222,7.16489,7.08346,7.09498,7.35921
Mllt11,5.68901,5.72609,5.40157,5.56666,5.6604,5.7478,5.37833,5.50647
Oca2,3.61506,3.65317,3.80417,3.59779,3.75961,3.70218,3.81075,3.85134
B3galt4,6.12196,5.95283,5.93568,5.93977,6.11692,6.19773,5.73902,6.14437
Gm21647,1.82902,1.81608,2.02218,2.01048,2.00592,2.14772,2.04644,2.30589
4930546K05Rik,4.37527,4.30939,4.41365,4.21299,4.32554,4.41997,4.59848,4.53778
Gm23598,7.49336,7.5941,8.39531,7.78423,7.94809,7.68893,8.01221,7.73052
Apex1,6.70895,6.59786,6.73832,6.73234,6.70358,6.73387,6.60246,6.8488
Tarsl2,5.04384,5.00096,4.9822,4.60322,4.67596,4.79713,4.58409,4.97941
Vmn1r13,1.80726,1.72682,1.74113,1.69161,1.69896,1.78851,1.73705,2.32172
Vmn1r14,1.85498,2.11394,2.19435,2.05654,2.08567,1.77716,1.93989,2.14899
Skint5,1.92648,1.94927,1.88007,1.94146,1.95698,2.01297,1.86898,2.15293
Gm23230,2.86517,3.0381,3.22101,2.89622,2.85125,3.07068,3.23018,3.43889
Gtpbp8,6.58742,6.69744,6.49011,6.51784,6.59092,6.54944,6.38455,6.24016
Gm15678,4.23369,4.11217,4.14505,3.80935,3.80452,3.91154,4.09851,4.33064
Cd34,3.60595,3.53076,3.51803,3.56842,3.61692,3.70741,3.75035,3.82277
Obscn,5.27164,5.12908,5.27329,5.13365,5.2469,5.32898,5.32521,5.50973
Cyp2u1,4.66649,4.85022,4.69731,4.73808,4.67795,4.78012,4.73739,4.88061
3632454L22Rik,3.44323,3.28361,3.43984,3.21182,3.26338,3.26614,3.32863,3.57473
Klf10,6.82892,6.93314,6.69808,6.80365,6.63176,7.05465,6.7937,6.87819
Gm8705,3.88109,3.52254,3.95456,3.70104,3.95614,4.07592,4.22833,4.33047
Gm15940,3.91599,3.72901,3.39076,3.7288,3.55365,3.58094,3.63554,3.99646
Olfr654,1.66368,1.78234,1.729,1.51811,1.6594,1.58966,1.52881,2.23725
Nt5c1b,3.30567,3.03076,3.18554,3.11101,3.1504,3.21518,2.97997,3.26917
Ndufaf4,5.68872,5.79264,5.5819,5.53331,5.67843,5.68134,5.5032,5.91983
Mir5626,5.89251,5.9049,6.02249,5.72267,6.0676,5.7929,6.17278,5.9583
Gm25149,3.57105,3.61391,3.65831,3.75692,3.77574,3.88732,3.71684,3.543
Nuak1,4.93566,5.17766,5.14547,4.97183,4.85246,5.21976,5.1746,5.21417
Gm14438,8.73605,8.60316,8.55147,8.86292,8.82984,8.73353,8.71731,8.60498
4930517O19Rik,2.90653,2.80793,3.07633,2.88902,2.97892,3.01444,3.01231,3.27551
Gm27022,3.04838,3.32247,3.24119,3.19057,3.18988,3.39892,3.22879,3.55394
Fzd5,6.43943,6.62597,6.62337,6.72515,6.32497,6.60284,6.5914,6.65135
2810408I11Rik,3.5439,3.44103,3.64535,3.79557,3.49717,3.60366,3.3816,3.79343
Gm5560,10.3062,10.3541,10.3355,10.1446,10.1199,10.0146,10.0749,10.2291
Lrrc8b,6.59727,6.44874,6.36395,6.50179,6.34739,6.56019,6.19574,6.52046
Bcas3os1,4.17065,4.1491,4.29268,3.96546,4.1092,3.99016,4.19354,4.2715
Npcd,6.63713,6.58451,6.64,6.68701,6.66606,6.76496,6.72158,6.88512
Fgf15,4.05987,4.10509,3.73233,3.67953,4.01472,4.03731,4.09987,4.57275
Gm24883,4.17896,4.14811,4.40347,3.98065,4.2713,4.3028,4.41589,4.39335
Gm12572,3.22828,3.41119,3.26282,3.88543,3.9436,4.01075,3.91555,3.95535
Gm12909,2.10765,2.01122,2.03068,2.11464,2.12113,2.17548,2.09086,2.36828
Prpf4,7.10551,7.18814,6.98053,7.13732,7.06616,6.91188,6.86334,6.85459
Rps27rt,10.4603,10.4802,10.4681,10.4441,10.5592,10.38,10.3618,10.3371
Gm4665,2.85942,2.82989,2.77946,2.9781,3.19576,3.21432,3.20646,3.08666
Olfr772,2.23729,2.39853,2.41048,2.33957,2.45594,2.54752,2.3092,2.83175
Olfr773,2.3042,2.51166,2.40923,2.43932,2.42908,2.3669,2.02168,2.95332
Gm23369,7.12293,7.06687,7.6274,7.05941,7.2731,7.24811,7.52464,7.35916
Gm15781,4.20447,4.07216,4.34015,4.16738,4.25642,4.35051,4.31677,4.42978
Mpg,5.85283,5.79163,5.69707,5.50192,5.5624,5.32888,5.32128,5.46858
Gm14767,6.63948,6.55387,6.29632,6.68904,6.71636,6.62978,6.6996,6.51663
Ctrl,5.52489,5.2776,5.34529,5.38316,5.31226,5.35092,5.34232,5.489
Ikbke,8.51757,8.51246,8.51272,8.56002,8.53748,8.2214,8.45641,8.62801
Wdr37,6.281,6.33739,6.26799,6.30601,6.29352,6.14045,6.17703,6.34164
Rabgef1,6.65895,6.74331,6.73128,6.64018,6.59368,6.6382,6.61504,6.85093
Gm11677,5.35274,5.52375,5.28633,4.7891,4.95407,5.03712,4.92668,5.00797
Gm22546,5.05397,4.7476,5.02972,4.63699,5.14349,5.38367,5.24391,5.76131
Rab11b-ps2,10.1588,10.3549,10.081,10.3738,10.2291,10.1857,9.95834,10.1249
Npas4,6.81561,6.6945,6.64327,6.66276,6.79336,6.64472,6.7156,6.79364
Gm23787,2.0614,2.06195,1.69734,1.78447,1.9976,2.23302,1.84067,2.21462
9430019J16Rik,2.31451,2.28717,2.42543,2.19147,2.2763,2.62029,2.27178,2.55852
Pyurf,4.59794,4.84647,4.83024,4.56722,4.81479,4.63045,4.61284,4.85763
Gm24900,3.91533,3.69857,4.01585,3.76547,4.06904,4.30803,4.38055,4.11085
Pmp22,5.22482,5.01136,5.12709,5.16363,5.21312,5.20346,5.18274,5.41047
Rnu1b2,6.46928,6.25662,6.1333,6.16042,6.39641,6.19943,6.45925,6.40479
Sike1,7.68776,7.83578,7.43025,7.75599,7.68464,7.58293,7.49022,7.56045
Alg13,4.77215,4.89554,4.64241,4.96446,4.80101,4.68413,4.80924,4.80332
LOC102632430,3.02039,3.32328,3.25999,3.1684,3.38835,3.23866,3.40648,3.26929
LOC102633315,4.36256,4.1732,4.44552,4.41241,4.44628,4.45138,4.36666,4.60092
Gm24871,4.93924,5.11174,5.32993,4.11534,4.33844,4.29623,4.47175,4.54919
Gm21655,3.40083,3.09806,3.48128,3.03982,3.5226,3.42253,3.80441,3.88763
Cadm1,4.01672,4.00275,4.07381,3.99278,4.05729,4.13424,4.23267,4.12851
Tysnd1,7.42555,7.28647,7.40689,7.32838,7.47028,7.33783,7.42486,7.53476
Gm13588,11.028,10.9536,10.5812,10.9541,11.1848,10.9453,10.9174,10.8931
Gm22393,1.66408,1.78619,1.67501,1.6956,1.78988,1.98066,1.64974,1.64941
Gm24639,1.88362,1.71461,1.77677,1.81709,1.76539,1.85054,1.71016,2.08877
Hpse2,3.73897,3.73083,3.6745,3.63979,3.85922,3.84395,3.81973,3.80901
D630036H23Rik,5.52737,5.5016,5.57467,5.55106,5.66102,5.8253,5.87187,5.75878
Gm23045,10.989,11.0012,11.2932,10.9024,11.1059,11.1142,11.2744,11.1621
Gm16198,3.67168,3.79893,3.94612,3.6102,3.52039,3.66665,3.40445,3.90494
Gm14527,2.58466,2.47594,2.64742,2.4853,2.59906,2.73017,2.72746,2.84754
Olfr1350,3.80059,3.67917,3.64706,3.68247,3.66608,3.74147,3.96147,4.26969
1700029F12Rik,3.55294,3.48527,3.61363,3.72498,3.56515,3.54663,3.82582,3.69375
Dhrsx,7.09062,6.89415,6.97702,7.09402,7.04561,7.06964,6.99283,7.07073
Ociad2,4.59956,4.66836,4.57072,4.6392,4.59711,4.82914,4.64754,4.83242
Gm23773,2.15665,2.26466,2.12021,2.0582,2.33839,1.95055,2.021,2.36314
Olfr1113,1.64872,1.86555,2.13816,1.67513,2.0127,1.666,1.739,2.3446
Vmn2r67,2.18655,2.10079,2.20145,2.22709,2.34092,2.35534,2.24364,2.55648
Gpr68,8.03305,8.03472,7.91831,8.29492,7.97452,8.18151,8.12711,8.07551
Bhlhe41,4.09776,4.10866,4.42407,4.12251,4.1011,4.28375,4.10923,4.25385
Tmem104,7.08141,6.8849,6.7255,7.17193,7.03911,6.9672,6.89725,7.00103
Rarres1,3.50968,3.19755,3.29686,3.47906,3.32322,3.74365,3.44661,3.58532
Gm14708,8.49291,8.72127,8.98564,8.47725,8.72135,8.62623,8.68365,8.83931
Atp4a,5.06354,4.97291,5.12267,5.08567,5.14723,5.12483,5.30846,5.3106
Gm22907,12.9771,13.0319,13.0802,12.9846,13.0625,12.9868,13.0901,13.0858
Oas1g,6.89417,6.81185,6.54922,6.70981,6.66762,7.02256,6.63284,6.83495
Fpr-rs7,2.34591,1.74191,1.83588,2.07888,1.99996,2.26484,1.85353,2.32566
Olfr799,2.02466,2.20449,2.10859,2.04719,1.95267,1.97792,2.21889,2.46605
Spint1,5.19199,5.30445,5.2036,5.64204,5.48557,5.93327,5.69954,5.6458
Gm19966,2.9014,2.99345,2.80407,2.94279,2.80327,2.67059,2.75085,2.90083
Gm20204,5.96381,5.81366,5.80862,5.77921,6.00178,5.79743,5.67118,5.68989
Hsd17b2,4.35615,4.31073,4.06147,4.27519,4.28631,4.26638,4.33218,4.5908
Creg1,6.3659,6.42707,6.22336,6.34333,6.29542,6.23025,6.20512,6.31402
Gm7058,2.29034,2.52273,2.5156,2.29263,3.07084,2.35185,2.39887,2.38054
Higd1c,4.25492,4.30172,4.316,4.20609,4.37038,4.17515,4.32663,4.49524
Cd2ap,7.33095,7.3855,7.16811,7.51483,7.43182,7.22989,7.32874,7.47342
Rbm7,7.15664,7.39934,7.24964,7.25695,7.2007,7.0142,7.14703,7.23705
Unc5b,5.01548,4.82833,4.9614,4.87791,4.96817,5.05495,4.9541,5.10027
Trav9d-4,10.3473,10.4052,10.0034,10.5177,10.3267,10.0557,10.0584,10.0994
Trav8-1,7.63321,7.64623,7.56034,7.95354,7.88637,8.27549,7.86052,7.74479
Krcc1,6.78829,6.84029,6.87444,6.68952,6.79959,6.88263,6.74362,7.08151
Gm12956,4.09223,3.83178,3.85764,3.82123,3.86923,3.84472,3.81473,4.17273
Chrnb1,5.60961,5.59951,5.59172,5.74588,5.68174,5.78511,5.70214,5.74353
Gm2491,3.39911,3.38955,3.2527,3.2279,3.31422,3.47908,3.41798,3.53819
Naaladl1,4.02505,3.94816,3.96674,3.92537,4.1099,4.10491,4.14706,4.28866
Gm19340,2.00969,1.92974,2.01722,1.90216,1.88926,1.89051,2.00766,2.10597
Gm23607,1.85114,2.05194,2.05801,1.9097,1.89102,2.00756,2.14089,2.22695
Slc8a1,2.92556,2.7434,2.90641,2.9327,3.02577,3.00589,2.98966,3.11614
Mb21d1,5.01212,5.16604,4.99371,4.87046,4.90778,4.96673,4.70091,4.97853
Gm5466,5.30367,5.12295,5.20045,5.20877,5.11732,5.12795,5.20961,5.13029
1700044C05Rik,4.49645,4.40083,4.57079,4.41741,4.45441,4.56369,4.53919,4.87225
Clec4a4,2.64697,2.49226,2.61944,2.55868,2.71935,2.63808,2.55051,2.83457
Vmn2r-ps32,2.35964,2.11543,2.1398,2.13191,2.15618,2.43348,2.09363,2.04734
Gm25065,2.49415,2.45838,2.19143,2.49443,2.45659,2.41042,2.3083,2.56388
Fbxo44,5.29779,5.39711,5.30421,5.30807,5.42667,5.43483,5.50504,5.60545
Gm14607,2.12716,2.28014,2.25983,2.42289,2.25868,2.26815,2.17113,2.34587
Atg9a,6.63007,6.53184,6.33228,6.82341,6.7811,6.60567,6.53746,6.63115
Utp18,6.46686,6.49557,6.55337,6.57789,6.46215,6.33601,6.23373,6.61496
Gm7648,2.03823,1.76978,1.79703,1.68734,1.68167,1.92132,2.0958,2.03484
n-R5s188,3.91815,3.88006,3.77011,3.93392,3.97138,3.89933,3.86344,4.41249
Xcr1,2.66134,2.78835,2.84588,3.07012,3.16815,2.75954,2.73849,3.22892
Gm19521,2.43996,2.51826,2.63565,2.45269,2.52629,2.85105,2.11119,2.66749
Slc35a4,7.73195,7.85725,7.55954,7.97853,7.87963,7.67121,7.62662,7.76275
F630206G17Rik,3.22277,2.98162,3.104,3.16089,3.09721,3.42777,3.18536,3.37702
Gm20690,5.0859,5.00225,5.07154,4.75748,5.019,4.7857,4.83994,4.77822
Gm6175,6.0359,6.22255,6.01323,6.36719,6.36324,6.56063,6.34554,6.3283
Gm27011,5.04842,5.03078,4.95754,4.9295,5.10778,4.96582,5.28137,5.17962
Gm16305,5.63075,5.74889,5.86798,5.52346,5.54244,5.69052,5.82381,5.81598
Nxpe5,4.3432,4.33349,4.46561,4.45927,4.47143,4.29512,4.49261,4.69096
B930003M22Rik,3.69484,4.0991,3.69105,3.70662,3.85064,3.77761,3.9001,3.79519
T,4.87641,4.65497,4.71878,4.73468,4.75899,4.82803,4.94092,4.76765
Mir6905,2.96753,3.03909,3.2697,3.21864,3.33781,3.14812,3.34719,3.27052
4930427A07Rik,5.6043,5.66256,5.39022,5.49772,5.48778,5.49525,5.46669,5.50484
Gm12924,2.48303,2.64236,2.46965,2.47522,2.6418,2.48613,2.3385,2.63378
Gm12903,3.20244,3.01432,3.48362,3.29459,3.51817,3.16038,3.28082,3.21865
Olfr1042,2.2853,2.08055,1.96213,2.01039,1.97967,2.10627,2.12662,2.03927
Olfr1175-ps,2.00595,2.23928,2.19222,2.065,2.05411,2.0679,1.98722,2.55209
Ptcd3,6.93956,7.08132,7.13948,7.05539,7.00628,6.79255,6.87407,7.0903
St8sia5,4.43359,4.46185,4.32814,4.42299,4.55863,4.66081,4.65013,4.66002
Olfr412,3.07013,2.88824,3.08602,3.02318,3.41291,2.92285,3.5874,3.19577
Mir497,4.50873,4.40995,4.11275,4.15522,4.29516,4.07224,4.19015,4.31397
Vav3,6.27213,6.23451,6.45649,6.16189,6.2957,6.16204,6.20192,6.27624
4921517D22Rik,3.96726,3.77971,3.93673,3.76542,4.06479,4.04331,4.23703,4.22421
Golm1,7.21956,7.03123,6.81573,7.05222,7.01264,6.98694,6.80007,6.80447
Olfr239,4.03777,4.01691,3.83622,4.26412,4.17709,4.01706,4.27273,3.80847
Sin3a,7.89312,8.0346,7.87548,8.12703,8.00984,7.85768,7.94314,7.95613
Cox5a,7.34944,7.41702,7.3856,7.24792,7.20416,7.27749,6.98653,7.4755
Gm25474,3.73126,3.88695,4.33881,3.91455,3.95241,3.65362,4.01376,3.78899
Gm13233,8.86643,8.93677,8.84274,8.97144,8.73583,8.75532,8.71684,8.89051
Patl2,4.39851,4.32598,4.35706,4.40722,4.36013,4.43582,4.54372,4.69567
Gm15668,2.90718,2.87823,2.74361,2.83323,2.75482,2.71611,2.79166,2.95357
Gm3636,8.32446,8.60922,8.76798,8.03777,8.41268,7.74923,7.98625,8.02266
Mbd4,5.35967,5.44244,5.29807,5.47609,5.35867,5.16305,5.19843,5.51185
Gm25304,9.54002,9.59952,9.77208,9.50742,9.62435,9.65169,10.0122,9.74018
Slc26a2,8.11243,8.08455,8.28921,8.2279,8.0809,8.21702,8.31862,8.34815
Gm11573,4.53391,4.63642,4.26244,4.39442,4.43289,4.40972,4.48512,4.48001
Gm14603,4.1001,3.86997,3.94487,3.84388,3.78778,3.891,3.69375,4.2233
Ppwd1,6.49659,6.5667,6.48285,6.46539,6.3755,6.38312,6.19112,6.57484
Ltbp1,4.2478,4.1438,4.163,4.14297,4.21462,4.20343,4.28035,4.33582
Gm23698,3.94323,3.88496,4.04204,3.74435,3.93112,4.07916,3.94625,4.16803
Gm8398,2.84865,2.54762,2.8012,2.69308,2.9154,2.66116,2.52479,2.43704
Uvrag,7.49843,7.62726,7.58351,7.56717,7.49652,7.33229,7.47675,7.65609
Slc25a29,5.89485,5.76622,5.91103,5.97917,5.92799,5.92549,5.8876,6.0415
Cntfr,5.73222,5.54036,5.5911,5.60055,5.63945,5.63919,5.73267,5.73833
Palm3,5.7791,5.64213,5.70626,5.73412,5.79623,5.6042,5.70964,5.66122
AA986860,4.84877,4.63162,4.83902,4.6615,4.74721,4.7291,4.85476,4.77448
Igkv4-86,8.66674,9.2866,10.4136,5.66425,5.05875,7.09938,6.37281,6.63341
Cabp7,5.01957,4.73462,4.90365,4.7599,4.87327,4.84107,4.93278,5.04164
Uqcr10,6.74328,6.78541,6.75383,6.79869,6.70702,6.77265,6.57304,6.76012
Tlr2,6.12364,5.95964,5.96594,5.95181,5.92164,6.12125,5.88966,6.28165
Gm16465,2.93452,2.91853,2.65295,2.64493,2.80122,2.6738,2.65481,2.84591
Gm22638,5.60722,5.32004,5.92576,5.29909,5.53887,5.88255,6.0868,6.14954
Zfp619,5.8486,5.86426,5.86714,5.32105,5.0734,5.14445,5.14564,5.15343
Chchd2,7.68994,7.71902,7.64473,7.70736,7.66977,7.53181,7.44707,7.82527
Amotl1,4.90761,4.70611,4.8881,4.8327,4.83289,4.97876,4.9558,4.96212
Ncoa4,7.10226,7.17894,6.93532,7.01229,7.02566,6.90862,6.91101,7.08793
Msmb,2.81429,2.61936,2.62338,2.67609,2.71377,2.84868,2.6924,3.01397
Casp2,7.53721,7.59552,7.47012,7.64421,7.51775,7.44295,7.36656,7.53337
Gm12421,5.04316,5.04052,5.13593,4.89518,4.98232,5.07935,5.17576,5.37463
Gm12648,3.50905,3.68681,3.45387,3.46425,3.56003,3.71019,3.86448,3.7135
AU015336,2.84334,2.60069,2.73968,2.59138,2.62881,2.91484,2.643,3.23312
6030466F02Rik,4.05946,4.1963,4.11788,3.87769,4.01813,4.15299,4.23799,4.33402
Olfr248,2.8792,2.89182,2.55107,2.95703,3.18394,2.8027,3.1324,2.84389
Psma2,7.40788,7.34903,7.54088,7.34041,7.29123,7.31872,7.26815,7.49524
Gm25271,3.89503,3.64904,3.80196,3.81283,3.73106,3.85276,3.70689,4.18324
Agap3,7.03564,6.99715,6.93494,7.1092,7.00406,7.01692,6.97178,7.0301
Gm12170,2.58557,2.64686,2.88891,2.60146,2.71251,2.49688,2.52673,3.07569
Nipal4,4.80905,4.72894,4.73834,4.90216,4.68799,4.78786,4.80625,4.84744
Gstm2,4.28741,4.42039,4.41588,4.36852,4.45757,4.37866,4.41199,4.59261
Gm7158,3.73243,3.93144,3.82011,3.63646,3.72469,3.8824,3.82583,4.00628
Gm7150,6.71636,6.5965,6.63869,6.92964,6.8677,6.9192,7.13217,6.76736
Gm2245,4.85552,5.06107,5.11062,4.90771,5.13737,4.92269,5.0624,5.09413
Gm16554,4.38894,4.51376,4.46353,4.28652,4.49615,4.25936,4.50913,4.60136
Gm21281,3.24513,3.02949,3.39253,3.03893,3.03792,3.41044,3.16903,3.17982
Odf3l1,4.42294,4.41568,4.47268,4.57759,4.56423,4.63171,4.46094,4.82807
Cisd1,5.6214,5.70136,5.70123,5.65439,5.37155,5.48726,5.40971,5.78423
L3mbtl1,4.68031,4.55933,4.6989,4.69011,4.72898,4.77147,4.73413,4.82347
Mrpl57,7.76697,7.54799,7.62216,7.40728,7.43905,7.62902,7.43651,7.35562
4933427D06Rik,4.20998,4.06231,4.03427,4.09027,4.22811,4.28694,4.21742,4.46234
Gm24161,2.39154,2.66757,3.01737,2.61772,2.81282,2.63958,2.81858,2.98872
Gm25481,3.66849,3.59938,3.8955,3.75965,3.83959,3.60532,4.10754,4.06302
Asah1,6.05438,6.17971,6.17924,5.37732,5.40336,5.82272,5.6356,5.90103
Tbc1d8,4.33147,4.26397,4.41917,4.24124,4.35021,4.38732,4.5016,4.5952
Gm6116,3.28075,3.01167,3.07822,3.39189,3.10135,3.56596,3.24582,3.50606
Olfr399,3.80336,3.89975,3.6756,3.61186,3.61873,3.70477,3.87995,3.75377
Slc5a11,4.71377,4.59263,4.77768,4.54761,4.57434,4.70615,4.77145,4.8185
Gm15493,5.15714,4.95181,4.93898,5.4181,5.25602,5.02742,5.27032,4.98863
Nav3,3.34807,3.28942,3.42616,3.31419,3.38029,3.44433,3.35395,3.53876
Rbm17,6.93596,7.0207,7.09692,6.79281,6.93091,6.87623,6.91934,7.09857
4921504E06Rik,2.47418,2.4281,2.4272,2.37236,2.55234,2.54219,2.57019,2.84779
Gm8050,5.72423,5.97091,6.08501,5.31024,5.65846,5.32536,5.30612,5.20944
Clec12a,3.81076,3.8598,3.93485,3.84475,3.94449,3.90779,3.93947,4.18119
Ccm2,8.74179,8.75657,8.6991,8.82338,8.75733,8.6732,8.61523,8.72494
Gm19313,6.05998,6.21184,6.59347,6.41863,6.63078,6.09407,6.6834,6.66776
Gm14675,5.23071,5.3213,6.0332,5.4239,5.51534,5.37146,5.70733,5.74077
Gm14668,2.51583,2.17883,2.51334,2.17852,2.35875,2.67709,2.31961,2.65368
Gm14690,5.06927,5.27393,5.45231,5.20213,5.33529,5.05722,5.28301,5.37865
Junb,7.63543,7.93096,8.04464,8.34962,7.96437,7.86251,8.14325,8.097
1700003D09Rik,4.92264,5.09408,5.23649,4.90791,5.30567,5.00039,5.47041,5.59066
Tfcp2,5.85213,6.03805,5.84221,5.82607,5.93972,5.79174,5.9241,6.04885
Cnnm2,5.7675,5.79086,5.71107,5.76984,5.8746,5.7984,5.56122,5.89364
Gm19357,5.13447,5.03294,5.1225,5.07301,5.17732,4.83218,4.91095,5.09978
Gm22804,3.26522,3.55458,3.49687,3.46502,3.40039,3.22566,3.4478,3.67269
Gm12794,4.1176,3.75527,3.87173,3.61785,3.76866,3.68021,3.97513,3.82014
4930597G03Rik,2.87578,2.71161,2.65136,2.78936,2.70314,2.92883,2.63621,3.08418
Gm22637,3.35547,3.04463,3.21722,3.54691,3.5435,3.35182,3.2882,3.50078
Mir327,5.23927,5.13266,5.03482,4.91154,5.23196,5.06729,5.14272,5.31269
Gm26008,2.67349,2.38145,2.29825,2.16886,2.39513,2.48381,2.14657,2.79718
Ythdc2,6.3336,6.61151,6.40409,6.4897,6.29718,6.15924,6.35645,6.6082
Fcrl5,4.19057,4.09758,4.18763,4.25361,4.36263,4.11605,4.07678,4.36792
Insrr,5.04941,5.045,5.09201,5.1878,5.08158,5.29096,5.15028,5.28452
Gm14928,9.09031,9.29486,9.25934,9.1166,9.19323,9.51452,9.34146,9.57072
Lrrc16a,4.48465,4.4181,4.49208,4.42358,4.44975,4.84246,4.59284,4.73366
Zscan25,6.6357,6.67078,6.3908,6.69285,6.78471,6.71561,6.65652,6.76782
Vmn2r96,6.06739,5.9079,6.05323,5.86985,5.90247,5.47683,5.71951,5.87821
Ppp3r1,6.85586,6.96189,6.90924,6.86347,6.72068,6.78718,6.72133,7.11948
Pus3,5.86489,5.95127,5.74405,5.74281,5.87221,5.76762,5.61861,5.85682
Pate2,3.18039,3.1726,2.97858,2.98052,3.08558,3.13043,3.04573,3.36037
Gm2240,3.048,2.79682,3.15396,2.84558,2.97001,2.98057,3.2348,3.03517
Lrp3,5.69942,5.56016,5.898,5.66312,5.62153,5.66915,5.64365,5.78751
Foxd4,2.86611,2.77816,3.12842,2.87972,3.03214,3.07233,2.77133,2.70075
Pgk1,9.87486,9.94233,9.81547,9.74302,9.56801,9.90322,9.70231,9.96886
LOC100505143,3.99107,4.56094,4.34016,4.37027,4.43965,4.12184,4.31154,4.35146
Mapk8ip1,6.17096,6.17946,6.32429,5.96731,5.89014,6.12002,6.05673,6.18239
Ing1,7.17047,7.19221,7.07652,7.24512,7.1072,7.21708,7.13966,7.18511
A230072I06Rik,4.2302,4.10943,4.37722,3.99208,3.9416,3.98036,4.04328,4.00776
Sfxn5,5.2071,5.08117,5.21554,5.214,5.28695,5.04342,5.32121,5.29612
Gm24959,4.99212,4.74317,4.99652,4.77338,4.91661,4.83178,5.04605,4.91082
Trappc8,7.14294,7.27267,7.18446,7.21734,7.13125,6.86675,7.08943,7.18752
Epc1,7.84768,7.97254,7.86011,7.98161,7.89295,7.72998,7.75296,7.89903
Gm6291,8.9985,8.87997,9.08181,8.72978,8.95351,9.09074,9.16686,9.13227
Pir,4.04873,3.92568,4.05771,3.9955,4.0939,4.15628,4.08012,4.47912
Ppp1r10,7.39655,7.41811,7.22923,7.59997,7.53089,7.5069,7.46183,7.53393
Gm13647,3.85865,3.65143,3.60638,3.66704,3.91762,3.85899,3.80371,4.1177
Lrrk1,5.2696,5.19332,5.36581,5.02882,5.07527,5.20618,5.1285,5.29696
Sec31b,5.15378,5.07028,4.98911,5.15456,5.10885,5.0224,5.09749,5.06387
Timm9,5.35715,5.37019,5.30255,5.45996,5.55591,5.29802,5.37349,5.41689
Gm11787,5.37337,5.67472,5.70252,5.66584,5.54708,5.95857,6.0153,5.94147
Tmem68,5.01151,5.06919,5.01377,5.08248,5.00906,4.87046,4.9313,5.26568
Gm22231,5.1702,5.23192,5.53893,5.22122,5.2845,5.06061,5.22122,5.2458
Pced1a,6.47343,6.42969,6.25322,6.65302,6.67649,6.6696,6.55274,6.57443
Tspan9,4.71042,4.53721,4.70605,4.7082,4.62813,4.79953,4.77988,4.79087
Dynap,2.77304,2.61827,2.336,2.80104,2.68962,2.53135,2.58371,2.78414
G6pc,3.28315,3.15794,3.2029,3.22963,3.15082,3.50261,3.38517,3.44276
Gm14601,4.55561,4.80342,4.98791,4.6783,4.77213,4.74078,5.17002,4.99076
Gm4558,4.59832,4.09061,4.28066,4.12303,4.45803,4.47673,4.28314,4.34053
Vmn1r148,2.25842,2.1328,2.01044,2.00634,2.06765,1.99008,2.29594,2.08988
Gm17509,4.74452,4.6133,4.62985,4.47437,4.6008,4.60618,4.60584,4.75679
Fam175a,5.7332,5.95274,5.8055,5.81496,6.02405,5.55608,5.68064,5.96464
Mir191,4.2395,4.05563,4.63844,4.70142,4.4679,4.04266,4.32548,4.47308
Elf5,3.98186,3.97691,4.06412,3.95777,4.04039,4.14039,4.0285,4.19327
Olfr640,2.7146,2.62783,2.89402,2.68371,2.70392,2.76417,2.6225,3.04782
Olfr705,2.53889,2.48295,2.66837,2.65249,2.59096,2.78338,2.5874,2.72754
Tmem106b,7.73909,7.83919,7.86004,7.7569,7.79977,7.77487,7.76683,7.93887
Ighv1-49,6.01555,6.24963,6.82743,4.93082,4.95157,5.35489,5.37514,5.44452
5830415F09Rik,4.29337,4.5137,4.40276,4.4541,4.34867,4.22392,4.41102,4.48805
Chaf1b,5.92427,5.79997,5.77904,5.64209,5.70797,5.69832,5.51329,5.82464
Gm25715,2.6962,2.65928,2.41655,2.9801,2.17919,2.50492,2.36398,2.8187
Kcng1,4.99586,4.77302,4.77819,4.82429,4.85603,4.89768,5.08079,4.97419
Gm12664,5.10232,5.28654,5.06195,5.18973,5.30783,5.31555,5.06671,5.3492
Atp8b2,7.7323,7.70948,7.64758,7.74558,7.67776,7.73296,7.64475,7.78077
Hdac8,6.38382,6.51027,6.45437,6.49126,6.3697,6.46371,6.33482,6.66813
Gm6612,7.73771,7.68457,7.79325,7.79977,7.78756,7.67393,7.60249,7.68914
Nosip,6.7019,6.53094,6.52726,6.61107,6.52329,6.6142,6.41353,6.69675
Muc3,3.50152,3.46871,3.55049,3.32865,3.5524,3.514,3.51067,3.73453
Zfp599,6.66586,6.67105,6.50011,6.57006,6.61792,6.3812,6.39058,6.53181
St3gal4,6.39907,6.56995,6.55771,6.46877,6.42366,6.37254,6.30904,6.5398
Gm26167,3.40786,3.49077,3.77104,3.5868,3.59535,3.66305,3.63798,3.57067
Amd2,6.01971,6.03631,6.07768,5.89541,5.7894,6.05869,5.95609,6.23029
