X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tert,439.1159548,0.797429144,0.101754104,7.836825369,4.62E-15,2.44E-13
Tes,2920.646463,-0.084720063,0.08290482,-1.021895499,0.306830363,0.465358958
Tes3-ps,4.229931752,0.005259933,0.8468026,0.006211523,0.995043954,0.997764955
Tesc,366.651125,-0.875182611,0.216876693,-4.035392649,5.45E-05,0.0003367
Tescl,3.509075205,4.782769616,1.325787999,3.607492013,0.000309171,0.001536007
Tesk1,825.1534565,-0.000126898,0.083430408,-0.001521007,0.998786412,0.999253203
Tesk2,129.3687448,0.057863433,0.197581222,0.292858967,0.769629954,0.858423884
Tespa1,2426.868602,0.358119935,0.072962139,4.908298223,9.19E-07,9.16E-06
Tet1,147.6336164,0.215023065,0.207983982,1.033844351,0.301208934,0.459452653
Tet2,1809.699333,0.788156678,0.109804868,7.177793589,7.08E-13,2.57E-11
Tet3,3024.360962,0.533249476,0.097686473,5.45878525,4.79E-08,6.70E-07
Tex10,1157.40212,0.102148926,0.064259625,1.589628404,0.111918591,0.218346939
Tex11,1.545541291,1.292079408,2.356850488,0.548222899,0.58353886,0.723510835
Tex12,0.336001243,2.16125548,3.760903833,0.574663851,0.56551866,NA
Tex14,16.39607558,0.12939973,0.43462346,0.297728361,0.765910496,0.855925829
Tex15,58.65002828,0.388512119,0.293317992,1.32454241,0.185322968,0.322331369
Tex2,569.3984018,-0.287729133,0.110219075,-2.61052029,0.009040461,0.027985143
Tex22,1.107373989,-0.217430494,1.93882874,-0.112145281,0.910708215,NA
Tex26,5.799436025,0.616827855,0.700809834,0.880164382,0.378770266,0.540221173
Tex261,1878.392729,-0.404681047,0.066405784,-6.094063223,1.10E-09,2.25E-08
Tex264,718.6255143,-0.149232838,0.12671366,-1.177717044,0.23890943,0.3883682
Tex29,0.925889032,2.679026003,2.173319961,1.232688261,0.217692093,NA
Tex30,145.8950025,-0.01004365,0.166783244,-0.060219777,0.951980594,0.973498613
Tex35,103.2091589,4.676975351,0.341575913,13.6923453,1.13E-42,4.98E-40
Tex38,7.588091776,-0.183945835,0.677479691,-0.271514907,0.785995036,0.869477832
Tex43,0.415052116,-0.284851275,2.860528846,-0.099579934,0.920677825,NA
Tex9,262.353981,0.841059323,0.136594877,6.157326993,7.40E-10,1.57E-08
Tfam,1182.598859,-0.302718931,0.070959784,-4.266063322,1.99E-05,0.000138801
Tfap2a,9.895310872,-0.078035726,0.568513112,-0.137262844,0.890823039,0.93601142
Tfap4,247.5599532,-0.184134645,0.128759223,-1.430069559,0.152697056,0.2769473
Tfb1m,152.0079688,-0.209098148,0.179010685,-1.168076356,0.242775967,0.39292706
Tfb2m,171.4122419,0.354104783,0.145567423,2.432582624,0.014991571,0.042777741
Tfcp2,324.0913751,0.380308844,0.119265838,3.188749185,0.001428898,0.005789839
Tfcp2l1,15.47778966,-2.008863877,0.711951224,-2.821631327,0.004778007,0.01628987
Tfdp1,695.2548873,-0.184805634,0.097055291,-1.904127343,0.056893601,0.126883978
Tfdp2,828.9972348,0.015367663,0.110923489,0.13854291,0.88981136,0.935439792
Tfe3,1582.653471,-0.109760704,0.071704692,-1.53073253,0.125835511,0.238366943
Tfeb,454.6305541,-0.001941655,0.117803986,-0.016482083,0.986849795,0.993155346
Tfec,0.678132125,-1.268238869,2.512616577,-0.504748269,0.613735654,NA
Tff1,1.245515347,-1.190631736,1.722025743,-0.691413436,0.489305763,NA
Tfg,874.9434958,-0.162120031,0.07572624,-2.140869933,0.032284528,0.080675821
Tfip11,1339.835219,-0.192564781,0.063003054,-3.05643565,0.002239856,0.008567353
Tfpi,143.2725901,0.379168209,0.223598315,1.695756113,0.089932077,0.183886823
Tfpt,281.9473367,-0.033444521,0.113596076,-0.294416163,0.768439918,0.857848576
Tfr2,2.644514151,1.297114745,1.487446685,0.872041169,0.383185919,0.544567942
Tfrc,761.1947178,0.380756609,0.110112246,3.457895212,0.000544413,0.002518326
Tg,101.702023,-0.780507903,0.225942112,-3.454459632,0.000551397,0.002546928
Tgds,357.9781584,0.054454968,0.101954341,0.534111321,0.593264517,0.731034233
Tgfb1,3189.987177,-0.053588315,0.080949463,-0.661997168,0.507973037,0.661239815
Tgfb1i1,86.53761899,0.380995324,0.230573975,1.652377833,0.098457552,0.197336869
Tgfb2,3.107612699,-0.473692157,1.021157177,-0.463877812,0.64273529,0.769116368
Tgfb3,254.6043752,-0.583085562,0.179739786,-3.244053938,0.001178414,0.004928027
Tgfbi,3.513467766,-2.318915984,1.278412622,-1.813902604,0.069692722,0.149477123
Tgfbr1,1473.769805,0.214656159,0.109018837,1.968982285,0.048955125,0.112377797
Tgfbr2,6954.167544,-0.200047067,0.061625061,-3.246196642,0.00116958,0.004900101
Tgfbr3,617.9773425,-0.599321419,0.127249601,-4.709809796,2.48E-06,2.22E-05
Tgfbr3l,79.57970603,0.440419442,0.202162665,2.178539945,0.029365862,0.07464879
Tgfbrap1,1670.411394,0.313314179,0.067026394,4.674489559,2.95E-06,2.57E-05
Tgif1,1290.19631,0.526001841,0.113514513,4.63378494,3.59E-06,3.07E-05
Tgif2,367.8861815,-0.417386879,0.125273297,-3.331810442,0.00086283,0.003778117
Tgif2-ps2,7.843486825,5.233096596,1.220433064,4.287901362,1.80E-05,0.000127299
Tgm1,0.81238271,-1.609572069,1.958854767,-0.821690355,0.41125315,NA
Tgm2,126.7149165,-1.874095512,0.294914013,-6.354718432,2.09E-10,5.01E-09
Tgm3,0.532767836,-2.241718384,2.590915356,-0.865222547,0.386916652,NA
Tgm4,8.753197975,0.833640891,0.628654951,1.326070668,0.184816291,0.321669316
Tgm7,1.06196171,-3.237224825,2.154275847,-1.502697451,0.13291708,NA
Tgoln1,5549.468272,-0.275767851,0.05050415,-5.460300847,4.75E-08,6.66E-07
Tgs1,914.9082282,-0.042212246,0.073172954,-0.576883182,0.564018372,0.707767169
Tgtp1,203.1377041,-0.3046749,0.148409434,-2.052934856,0.040078896,0.095775135
Tgtp2,667.5146939,-0.439579275,0.107967283,-4.071411854,4.67E-05,0.000294053
Tha1,287.9692064,0.113949801,0.140158618,0.813006025,0.416214604,0.575751471
Thada,1893.973784,0.143893163,0.071030953,2.025781121,0.042787219,0.10086827
Thap1,148.4830024,-0.013255558,0.163996731,-0.080828183,0.935578595,0.963749549
Thap11,524.3430879,-0.420696284,0.088561936,-4.750305835,2.03E-06,1.85E-05
Thap2,619.7291034,-0.016906997,0.092607095,-0.182566969,0.855137804,0.914245678
Thap3,861.526262,0.128263398,0.081701519,1.56990224,0.116437856,0.224711079
Thap4,403.9191307,-0.105878623,0.116480977,-0.908977801,0.363361844,0.524832349
Thap6,147.533374,0.427260657,0.168577841,2.534500699,0.01126077,0.033583864
Thap7,511.906898,-0.320458001,0.100666105,-3.18337539,0.001455688,0.005883809
Thap8,0.414070266,-0.28129467,3.322044544,-0.084675165,0.93251964,NA
Thbd,0.557412714,0.567921246,2.355217989,0.241133198,0.809451883,NA
Thbs1,43.55318093,-4.528616682,0.590789511,-7.665364052,1.78E-14,8.57E-13
Thbs2,4.591002728,-0.241669718,0.961716095,-0.251290083,0.801589842,0.879305696
Thbs3,131.8114917,-0.024719626,0.176711675,-0.139886773,0.888749452,0.934485194
Them4,82.93369505,0.395601465,0.213436856,1.853482442,0.06381324,0.139060415
Them6,331.5358001,-0.60223477,0.147211641,-4.090945286,4.30E-05,0.000273484
Themis,3109.032903,-0.237778697,0.11238862,-2.115683038,0.034371774,0.084759911
Themis2,153.5730043,-0.170006018,0.263328397,-0.645604575,0.518535473,0.670148859
Themis3,0.268705976,-1.251697941,3.778169501,-0.331297455,0.740419813,NA
Thg1l,110.9924244,-0.357148696,0.171248345,-2.085559986,0.037018499,0.089881274
Thnsl1,71.30662926,0.091186629,0.215144553,0.423838893,0.671683312,0.789095201
Thnsl2,44.69812631,0.35597914,0.286775986,1.241314327,0.214489654,0.358672207
Thoc1,902.5966112,0.183759937,0.076436853,2.404075144,0.01621344,0.045642082
Thoc2,2886.747874,0.293506164,0.094839423,3.094769608,0.001969658,0.007659087
Thoc3,553.8185431,-0.322502628,0.104169583,-3.095938545,0.00196191,0.007632689
Thoc5,1044.051136,-0.061676904,0.077508183,-0.795747005,0.4261791,0.585563752
Thoc6,272.3818395,-0.204395105,0.131372849,-1.555839782,0.119746196,0.229730159
Thoc7,835.5136549,-0.164408034,0.078560468,-2.092757834,0.036370778,0.088616817
Thop1,186.0400191,-0.038920881,0.145408894,-0.267665066,0.788957142,0.870815598
Thra,370.3516597,0.276415859,0.12375414,2.233588793,0.025510142,0.066483509
Thrap3,4086.618558,0.112961133,0.055593134,2.031925977,0.04216115,0.099776789
Thrb,70.56746615,0.159127068,0.22578628,0.704768543,0.480954288,0.637107237
Thsd1,11.47572356,-0.009108126,0.508418147,-0.017914636,0.985706953,0.992629089
Thsd7a,96.26749412,-0.729207979,0.657013387,-1.109882984,0.267049454,0.421534303
Thsd7b,0.26504371,-1.248859195,3.815876609,-0.327279764,0.743456297,NA
Thtpa,418.644414,-0.265039862,0.094414096,-2.807206477,0.00499732,0.016932346
Thumpd1,1159.838686,-0.172788172,0.069508222,-2.485866657,0.012923638,0.037729718
Thumpd2,208.7124116,0.059268285,0.130994028,0.452450287,0.650944627,0.775846792
Thumpd3,1596.58989,-0.067903892,0.079630508,-0.852737142,0.393805089,0.554884973
Thy1,7580.670798,-0.933520902,0.302851538,-3.082437387,0.002053129,0.007946941
Thyn1,335.7969587,-0.325962772,0.101340195,-3.216520081,0.001297555,0.005339239
Tia1,2066.250769,0.489140953,0.075035692,6.518777089,7.09E-11,1.85E-09
Tial1,3246.958907,0.538103916,0.057529752,9.353489188,8.48E-21,8.43E-19
Tiam1,10512.71885,-0.060538876,0.114219483,-0.530022328,0.59609645,0.733274229
Tiam2,222.4522384,0.852755771,0.181524522,4.69774421,2.63E-06,2.33E-05
Ticam1,565.9280926,-0.209748534,0.089716021,-2.337916153,0.019391598,0.052848665
Ticam2,35.66446957,-0.255238275,0.378233857,-0.674816044,0.499792646,0.654205852
Ticrr,84.49324678,-0.102729187,0.213491082,-0.481187251,0.630383421,0.759534914
Tifa,1.734841069,-3.94423183,1.77659432,-2.220108319,0.026411416,0.068439941
Tifab,2.655189759,-3.518012849,1.78215037,-1.974026944,0.048378679,0.111311546
Tigar,311.8548608,0.174206872,0.112887038,1.543196415,0.122783127,0.23389225
Tigd2,1005.501119,-0.12241786,0.066626546,-1.837373655,0.066154753,0.143318782
Tigd3,20.863588,0.102512148,0.385424706,0.265971918,0.790260836,0.871626526
Tigd5,4.430833012,0.317641971,0.787480298,0.403364975,0.686679749,0.799743865
Tigit,5873.966054,-0.404437177,0.081374303,-4.970084703,6.69E-07,6.89E-06
Timd2,0.676110284,-1.283067947,2.228729073,-0.575694894,0.564821427,NA
Timd4,0.269687827,-1.256120514,3.774035645,-0.332832181,0.739260965,NA
Timeless,438.7188453,0.012117628,0.108846684,0.111327484,0.911356661,0.949869735
Timm10,123.5636029,-0.648798829,0.167940185,-3.863273287,0.000111878,0.000631117
Timm10b,151.5120868,-0.153516567,0.154283407,-0.995029666,0.319721836,0.479597828
Timm13,643.4476296,-0.596241096,0.110137358,-5.413613566,6.18E-08,8.47E-07
Timm17a,479.2301062,-0.024190172,0.09193131,-0.263133111,0.792447984,0.873191281
Timm17b,753.0204081,-0.422839231,0.084848657,-4.983452264,6.25E-07,6.50E-06
Timm21,326.7154245,-0.34229318,0.109183811,-3.135017708,0.001718437,0.006795153
Timm22,317.1515365,-0.763035065,0.107270242,-7.113203533,1.13E-12,3.99E-11
Timm23,166.4144696,-0.481366309,0.146727165,-3.280689771,0.001035536,0.004421176
Timm44,1178.780986,0.268057202,0.075805168,3.536133622,0.000406029,0.001951984
Timm50,481.3649961,-0.151706971,0.102186855,-1.48460358,0.137648867,0.256047494
Timm8a1,14.34479329,-0.334951993,0.483892364,-0.692203509,0.488809535,0.644551575
Timm8a2,2.964768865,-0.114436092,0.978310077,-0.116973232,0.906881265,0.946563528
Timm8b,283.4542967,-0.510692652,0.113257832,-4.50911555,6.51E-06,5.21E-05
Timm9,193.0762086,-0.056905564,0.131978829,-0.431171914,0.666343374,0.785956135
Timmdc1,307.6036834,-0.042750273,0.113890399,-0.375363276,0.707390313,0.814679295
Timp1,3.311839665,0.510000513,1.055164182,0.48333759,0.628856054,0.758383906
Timp2,5099.143011,-0.137297325,0.076205294,-1.801677006,0.071596238,0.152859073
Tinf2,710.4974801,0.060955421,0.081363483,0.749174177,0.453752231,0.611823232
Tiparp,444.9500017,0.202365402,0.112798041,1.794050673,0.072805081,0.154961631
Tipin,295.3969623,-0.055534026,0.111587764,-0.497671286,0.61871575,0.749871289
Tiprl,960.9764635,-0.171737142,0.079559795,-2.158592066,0.030881829,0.077855489
Tirap,181.2573055,0.472139426,0.179406101,2.631679882,0.008496388,0.026575017
Tjap1,769.4835377,0.26449646,0.075768625,3.490844144,0.000481497,0.0022655
Tjp1,6.897711611,2.446877363,0.766977523,3.190285621,0.001421322,0.005765017
Tjp2,2130.998263,-0.039178507,0.112183846,-0.349234835,0.726913016,0.828950184
Tjp3,499.8573259,0.034641462,0.089730693,0.386060339,0.699451982,0.808698461
Tk1,193.8990386,-0.077286017,0.261612249,-0.295422012,0.76767152,0.857351765
Tk2,1586.485937,-0.208286258,0.068820224,-3.026526867,0.002473808,0.009329859
Tkfc,222.6594929,-0.509775819,0.123262666,-4.135687108,3.54E-05,0.000231391
Tkt,2474.246161,-0.461332081,0.074209797,-6.216592713,5.08E-10,1.13E-08
Tktl1,23.05401825,-0.646258065,0.373677168,-1.729455583,0.08372759,0.173791557
Tlcd1,65.29009618,0.163182672,0.220261573,0.740858561,0.458779203,0.616355001
Tlcd2,118.0690703,-1.145226836,0.215604321,-5.311706339,1.09E-07,1.40E-06
Tldc1,222.2688875,-0.253156362,0.131641779,-1.923070046,0.054471254,0.122460246
Tle1,19.57235316,-0.42829185,0.420759944,-1.017900719,0.30872514,0.467421673
Tle2,41.83527159,0.8409202,0.322586261,2.606807241,0.009139079,0.028246449
Tle3,10902.12899,0.154127643,0.057910471,2.661481439,0.007779763,0.024712554
Tle4,1270.883305,0.264298813,0.072292858,3.655946401,0.000256235,0.001305214
Tle6,2.594434044,0.605468476,1.063031531,0.569567749,0.568970908,0.711403694
Tlk1,3229.168229,0.031115809,0.051832178,0.60031838,0.548294072,0.695464514
Tlk2,1549.814035,0.014609963,0.072408415,0.201771622,0.840095268,0.904700482
Tll1,0.283512112,0.429296836,3.709287843,0.115735649,0.907862052,NA
Tln1,19296.08943,0.045941074,0.050812597,0.904127655,0.365927716,0.527471738
Tln2,3.12578799,-0.205072402,1.087870407,-0.188508117,0.850478353,0.911439615
Tlr1,2206.954593,0.231343616,0.067089718,3.448272271,0.000564185,0.002598453
Tlr12,59.7689182,-1.829718916,0.282228764,-6.483105731,8.99E-11,2.31E-09
Tlr13,1.089762503,-2.07290284,2.309414778,-0.897587934,0.369405274,NA
Tlr2,122.145074,-0.000461495,0.209014434,-0.002207958,0.998238306,0.998991883
Tlr3,30.84342484,0.814627819,0.366916821,2.22019753,0.026405362,0.068439941
Tlr4,196.1956755,0.776320626,0.157926771,4.915699988,8.85E-07,8.85E-06
Tlr5,0.401316137,-1.831787559,2.825509228,-0.648303513,0.516788662,NA
Tlr6,125.7165662,-0.086902522,0.16162146,-0.537691731,0.590789889,0.729091249
Tlr7,83.52979489,0.267089352,0.306957142,0.870119359,0.384235179,0.545751182
Tlr8,0.269776132,-1.256120407,3.77361291,-0.332869437,0.73923284,NA
Tlr9,139.7094228,0.941090503,0.565678134,1.663650133,0.096182367,0.19375321
Tm2d1,200.5441578,-0.201165788,0.126541025,-1.589727829,0.111896168,0.218329969
Tm2d2,261.7589937,-0.704961347,0.134666955,-5.234850261,1.65E-07,2.01E-06
Tm2d3,505.6439805,-0.300445066,0.089796697,-3.345836497,0.000820348,0.003610982
Tm4sf19,0.412048424,-0.293975108,2.866805027,-0.102544507,0.918324488,NA
Tm4sf20,1.124063038,-0.14517212,1.898045217,-0.076485069,0.939033192,NA
Tm4sf5,35.06856098,-1.520684069,0.39739362,-3.826644394,0.000129902,0.000720279
Tm6sf1,130.2303777,0.115508846,0.254921866,0.453114704,0.650466148,0.775540421
Tm6sf2,22.02007993,0.832503562,0.383836106,2.168903729,0.030089994,0.076181513
Tm7sf2,256.2811558,0.359337493,0.129057537,2.784320083,0.005364007,0.017998444
Tm7sf3,459.981449,-0.327812761,0.117937981,-2.779535129,0.005443677,0.018231159
Tm9sf1,924.6774846,0.011079781,0.072590157,0.152634753,0.878686317,0.92822511
Tm9sf2,3116.740188,-0.608464897,0.054511473,-11.1621437,6.25E-29,1.20E-26
Tm9sf3,6350.820086,-0.246949496,0.053679086,-4.600478804,4.22E-06,3.54E-05
Tm9sf4,1309.920527,-0.019055882,0.069533138,-0.274054685,0.784042598,0.868441
Tma16,168.9402679,0.208150027,0.141459629,1.471444738,0.141170882,0.260555488
Tma7,572.5019292,-0.49203177,0.097952986,-5.023142124,5.08E-07,5.42E-06
Tma7-ps,1.386578556,-1.365865294,1.603595181,-0.851751933,0.39435179,NA
Tmbim1,538.7098285,0.14969109,0.135501927,1.104715583,0.269282849,0.424385928
Tmbim4,774.5194889,-0.128556513,0.081694519,-1.573624701,0.115574239,0.223668491
Tmbim6,10083.01652,-0.287677599,0.059194259,-4.859890172,1.17E-06,1.14E-05
Tmc3,317.8936847,0.767952823,0.384226623,1.998697584,0.045641085,0.10609148
Tmc4,396.479954,0.272042858,0.121514932,2.238760721,0.025171489,0.065751733
Tmc6,6573.85189,0.375313539,0.056687825,6.620707987,3.57E-11,9.79E-10
Tmc8,3400.07426,0.221651029,0.070410296,3.147991731,0.001643963,0.006544587
Tmcc1,932.7932168,0.136786719,0.07269448,1.881665829,0.059881402,0.132194469
Tmcc2,45.33118434,-0.504804097,0.331196796,-1.524181702,0.127463328,0.24090372
Tmcc3,373.8400357,0.73551968,0.423433495,1.737037075,0.082380627,0.171510623
Tmco1,938.1755699,0.35311337,0.092083439,3.834710925,0.000125712,0.000699975
Tmco3,406.1577192,0.003776589,0.101905625,0.037059669,0.97043743,0.983607431
Tmco4,1294.103109,0.00419488,0.083481192,0.050249399,0.959923646,0.977747814
Tmco6,717.2575091,-0.068039189,0.079733147,-0.85333631,0.39347283,0.554613306
Tmed1,49.85025295,-0.247573056,0.272784971,-0.907575867,0.364102349,0.525650256
Tmed10,2300.346839,-0.295991493,0.058215546,-5.084406352,3.69E-07,4.06E-06
Tmed2,360.4471538,-0.482120968,0.110959847,-4.345003906,1.39E-05,0.000102194
Tmed3,495.5705811,-0.542905183,0.110628525,-4.907461113,9.23E-07,9.18E-06
Tmed4,908.0252716,-0.210290167,0.076257133,-2.757645846,0.005821924,0.019339144
Tmed5,1518.458965,-0.170794158,0.088598389,-1.92773435,0.053888177,0.121303682
Tmed6,0.401316137,-1.831787559,2.825509228,-0.648303513,0.516788662,NA
Tmed7,1961.725772,-0.161847648,0.061868897,-2.615977593,0.00889724,0.027627813
Tmed8,1373.155303,0.18788688,0.094594542,1.986233843,0.047007365,0.108801565
Tmed9,2254.156823,-0.323663094,0.065601381,-4.933784786,8.07E-07,8.12E-06
Tmem101,240.2960485,-0.231381091,0.133404593,-1.734431217,0.0828416,0.172312261
Tmem102,0.680380502,-2.58840939,2.403778544,-1.076808593,0.281565786,NA
Tmem104,542.9584229,0.0341934,0.084585336,0.404247374,0.68603082,0.799397765
Tmem106a,332.9474308,-0.093775952,0.116563002,-0.804508722,0.421103234,0.580394234
Tmem106b,3649.409622,-0.194966083,0.095825413,-2.034596848,0.041891455,0.099241886
Tmem106c,296.1898476,-0.096375206,0.14436599,-0.667575555,0.504404566,0.658034102
Tmem107,24.33422896,-0.181474452,0.379792882,-0.477824785,0.632774919,0.761320784
Tmem108,1.127623017,-0.123778704,1.627780224,-0.07604141,0.939386153,NA
Tmem109,704.4874099,-0.260247114,0.116184397,-2.239948907,0.02509424,0.065636167
Tmem11,398.1367493,-0.208424536,0.097664105,-2.13409559,0.032834957,0.081730323
Tmem110,452.0175233,-0.067851783,0.095868526,-0.707758697,0.47909512,0.636340082
Tmem115,655.0125673,-0.363845931,0.080835215,-4.501082018,6.76E-06,5.39E-05
Tmem116,5.639488759,-0.792172725,0.793578049,-0.99822913,0.318168264,0.477988549
Tmem120a,466.1176236,-0.549481693,0.099724167,-5.510015385,3.59E-08,5.20E-07
Tmem120b,92.23136148,0.325716849,0.180962919,1.799909344,0.071874954,0.153290798
Tmem121,18.31571767,-0.541524738,0.487091875,-1.11175071,0.26624535,0.42072425
Tmem123,4099.362798,-0.41832242,0.066507647,-6.289839425,3.18E-10,7.32E-09
Tmem125,0.402297987,-1.83425632,3.298942471,-0.55601343,0.578201674,NA
Tmem126a,399.4055891,-0.19712477,0.095357921,-2.067209185,0.038714447,0.093131077
Tmem126b,347.1523927,-0.418702179,0.118002854,-3.54823773,0.000387818,0.001870652
Tmem127,4097.080805,-0.317955193,0.057940428,-5.487622457,4.07E-08,5.83E-07
Tmem128,951.9610546,-0.224476324,0.068966915,-3.254840749,0.00113456,0.004765929
Tmem129,508.1927836,-0.44884623,0.091181359,-4.922565685,8.54E-07,8.56E-06
Tmem130,4.024477141,0.589377695,0.922391549,0.638966928,0.522844447,0.673985638
Tmem131,5151.667779,0.030764497,0.109514792,0.28091636,0.778774552,0.865075454
Tmem132a,5.170123006,0.732600022,0.907368937,0.807389356,0.419442197,0.579158621
Tmem132b,3.871552641,0.081173977,0.944077688,0.085982306,0.931480483,0.961832501
Tmem132e,0.427081793,2.533920704,3.731662372,0.679032681,0.497117155,NA
Tmem134,2860.797291,-0.040278647,0.054810011,-0.73487756,0.462414066,0.620086232
Tmem135,755.1720332,-0.048368584,0.075291308,-0.642419225,0.52060102,0.672108507
Tmem136,188.2647079,-0.013836068,0.183314365,-0.075477272,0.939834981,0.966569361
Tmem138,155.1027729,-0.225603909,0.148955723,-1.514570262,0.129881268,0.244370338
Tmem140,464.8314247,-0.646908951,0.151176406,-4.279166084,1.88E-05,0.000131755
Tmem141,20.9641583,-0.712883743,0.383378491,-1.859477668,0.062959462,0.137614608
Tmem143,216.0007962,-0.110191799,0.133401177,-0.826018193,0.408793772,0.568849836
Tmem144,5.2284089,-0.441793081,0.805764342,-0.548290683,0.583492324,0.723510835
Tmem145,1.744404758,2.178675427,1.609539649,1.353601589,0.17586352,0.309610101
Tmem147,414.7713102,-0.787555985,0.100353853,-7.847790243,4.23E-15,2.26E-13
Tmem147os,62.63886701,0.050655895,0.236332354,0.214341771,0.830280546,0.897720213
Tmem14a,50.02234947,-0.584286963,0.256926239,-2.274142822,0.022957401,0.061111139
Tmem14c,756.7654291,-0.560514612,0.088586012,-6.327348944,2.49E-10,5.90E-09
Tmem150a,39.08357366,0.261130276,0.279755593,0.933422895,0.350601664,0.511061778
Tmem150b,1.861233753,-0.062168712,1.494211636,-0.041606363,0.9668125,0.981658718
Tmem150c,1.807632998,1.615445903,1.452911635,1.111867965,0.266194924,0.420686356
Tmem151a,0.552306393,-0.870885705,2.355826681,-0.36967308,0.711626092,NA
Tmem151b,23.93040371,0.057912771,0.41412341,0.139844233,0.888783064,0.934485194
Tmem154,2515.316572,-0.156251637,0.089645807,-1.742988784,0.081335574,0.169734529
Tmem156,205.0777048,-0.084890007,0.151650341,-0.559774586,0.5756332,0.717590545
Tmem158,136.0038823,-0.184784772,0.194348174,-0.950792424,0.341709759,0.502237338
Tmem159,80.68328925,0.174183084,0.198522889,0.877395472,0.380271872,0.541766517
Tmem160,361.2259497,-0.556905276,0.116993141,-4.760153197,1.93E-06,1.77E-05
Tmem161a,729.1922879,0.086382137,0.088723397,0.973611696,0.330249377,0.490053886
Tmem161b,474.5041355,0.271883293,0.102365086,2.656015877,0.007906989,0.025041685
Tmem163,10.39013889,-0.877822781,0.584552137,-1.501701432,0.133174234,0.24934978
Tmem164,2087.652524,-0.087009534,0.061530366,-1.414090956,0.157335198,0.283356542
Tmem165,1178.326806,-0.276108446,0.06991082,-3.949437939,7.83E-05,0.000462183
Tmem167,1194.94696,-0.233344474,0.072479337,-3.219462011,0.001284314,0.005291599
Tmem167b,923.8723643,-0.17468287,0.074176994,-2.354946726,0.018525361,0.050845661
Tmem168,1188.166856,-0.397580336,0.067937683,-5.852132679,4.85E-09,8.65E-08
Tmem169,0.874571657,-0.316364201,2.075568392,-0.152422923,0.878853378,NA
Tmem17,25.72316612,-1.563179452,0.437831719,-3.570274568,0.000356607,0.001738023
Tmem170,97.00606388,0.053468189,0.203701403,0.262483165,0.792948963,0.87356178
Tmem170b,535.1473554,0.089372563,0.096525963,0.925891444,0.354502398,0.515062942
Tmem171,2.880878192,1.165405656,1.112459602,1.047593687,0.294825847,0.452755052
Tmem173,5647.486264,-0.262651539,0.055822922,-4.705084069,2.54E-06,2.26E-05
Tmem175,698.7307429,0.16352793,0.082382219,1.984990592,0.047145518,0.109089586
Tmem176a,83.04800554,-0.518917967,0.267085343,-1.942891969,0.052029212,0.11802092
Tmem176b,182.1972967,-0.261997872,0.255354179,-1.026017563,0.304883306,0.463546175
Tmem177,196.4791578,-0.61099467,0.148869558,-4.104228411,4.06E-05,0.000260006
Tmem18,798.4470494,-0.412530773,0.082834752,-4.980165505,6.35E-07,6.59E-06
Tmem180,261.4258762,0.135558358,0.12382139,1.094789504,0.273608866,0.429459283
Tmem181a,210.6767001,0.137972327,0.145158276,0.950495764,0.341860405,0.502237338
Tmem181b-ps,466.0464045,1.800240726,0.123691678,14.55425901,5.49E-48,3.01E-45
Tmem181c-ps,0.915156744,1.660473409,2.054259703,0.808307444,0.418913618,NA
Tmem183a,985.4135812,0.081675267,0.068879779,1.185765517,0.235714913,0.384668941
Tmem184a,0.579067195,0.614251156,2.336104855,0.262938179,0.792598229,NA
Tmem184b,837.436495,0.015533992,0.078877653,0.196937811,0.843876204,0.907298098
Tmem184c,862.0657471,0.34285742,0.083478642,4.107127449,4.01E-05,0.000257491
Tmem185b,26.99247046,0.130410813,0.349123318,0.373537963,0.708748096,0.815829574
Tmem186,498.1322099,-0.34250854,0.099366267,-3.446929723,0.000566996,0.002610643
Tmem189,810.7900486,0.013931783,0.092492688,0.150625781,0.880270923,0.929158639
Tmem19,700.4877487,-0.60016262,0.088439464,-6.786140413,1.15E-11,3.41E-10
Tmem191c,966.9631629,0.361699945,0.082691117,4.374108839,1.22E-05,9.10E-05
Tmem192,547.1428511,-0.433464071,0.092790493,-4.671427588,2.99E-06,2.61E-05
Tmem194,541.2743149,-0.177646739,0.1152789,-1.541016959,0.123312659,0.234591936
Tmem194b,2157.974261,0.423760602,0.067042087,6.320814603,2.60E-10,6.13E-09
Tmem198,65.86682061,0.777190794,0.230196147,3.376211127,0.000734915,0.003277552
Tmem198b,213.8078449,0.136158711,0.139941164,0.972971119,0.330567656,0.490293011
Tmem199,274.3742866,-0.199009825,0.126300087,-1.575690328,0.115097188,0.222956615
Tmem2,1245.832601,-0.015296192,0.115091392,-0.132904742,0.894268717,0.938144734
Tmem200a,2.014010413,-0.636254397,1.429566317,-0.445068123,0.656270525,0.779115796
Tmem200b,0.695186637,-1.303054484,2.218269631,-0.587419341,0.556922108,NA
Tmem201,915.5993718,0.539166892,0.087620919,6.153403734,7.58E-10,1.61E-08
Tmem202,2.313079324,-1.649703065,1.343168272,-1.228217714,0.219365251,0.364819973
Tmem203,123.0049187,-0.502972934,0.1793378,-2.804611937,0.005037719,0.017043819
Tmem205,47.97891567,-0.534469591,0.292543376,-1.826975535,0.067703448,0.146077099
Tmem206,319.0139529,-0.069802088,0.146865139,-0.475280168,0.634587293,0.762809026
Tmem208,565.7906822,-0.276466136,0.111975858,-2.46897984,0.013549885,0.03931961
